"cannons"	"rooms"	"age"	"style"	"condition"	"weight"	"color"	"price"
"407"	2	30	62.3	"classic"	3	4941.08356423958	"brown"	34008
"408"	2	46	65	"classic"	5	5045.80721230556	"red"	47297
"409"	18	58	48.4	"classic"	7	5835.60070172005	"black"	-7733
"410"	18	42	35.5	"classic"	5	5726.14360207726	"brown"	38994
"411"	20	18	56.9	"classic"	4	4820.75476567817	"black"	31042
"412"	8	26	49.3	"modern"	5	5189.41793644035	"brown"	1446
"413"	12	54	58.3	"modern"	6	5459.03907673588	"black"	408
"414"	8	34	40.3	"classic"	1	5330.76449634667	"brown"	27944
"415"	12	42	49.6	"modern"	6	5712.29544680012	"red"	8190
"416"	14	34	50.9	"classic"	6	5158.79741826959	"red"	38543
"417"	16	54	40.3	"modern"	7	4890.09666127265	"black"	22518
"418"	16	58	46.3	"classic"	6	4788.98151284691	"brown"	40890
"419"	12	22	58.8	"classic"	10	4019.90015164611	"brown"	35806
"420"	4	50	56.3	"classic"	3	4282.74733214974	"black"	4087
"421"	14	10	36.8	"classic"	5	4628.93917464293	"brown"	15293
"422"	6	42	40.5	"modern"	6	5103.85932478451	"red"	11190
"423"	10	14	48.7	"modern"	6	5424.89136672746	"black"	31197
"424"	10	26	67.8	"classic"	8	5317.9098883808	"brown"	29263
"425"	18	22	62.8	"classic"	3	4916.30466881122	"red"	32091
"426"	18	50	57.6	"modern"	3	5320.4308632675	"black"	-4793
"427"	6	46	56.1	"classic"	7	4881.56251698766	"red"	42380
"428"	16	26	51.4	"classic"	4	4876.42387457324	"brown"	35002
"429"	4	30	55	"modern"	4	4669.41194706483	"brown"	-9074
"430"	10	26	47.5	"classic"	4	4336.62487482808	"brown"	37135
"431"	16	46	53.9	"classic"	5	5089.48180459431	"brown"	42263
"432"	20	38	79.4	"classic"	5	4787.08450460773	"black"	30159
"433"	4	10	48.9	"modern"	2	4641.38052148722	"brown"	-3844
"434"	16	54	35.7	"modern"	4	5867.77992810802	"brown"	21551
"435"	12	14	56.7	"classic"	6	5779.20706091092	"brown"	20452
"436"	18	50	64.1	"classic"	7	5069.47633350626	"red"	45101
"437"	8	10	46.4	"classic"	9	4954.98054749013	"black"	26059
"438"	4	58	56.9	"classic"	5	4283.43889030394	"brown"	43651
"439"	14	18	61.8	"classic"	3	5345.75451987958	"black"	25239
"440"	20	54	42.1	"modern"	8	5479.38694714747	"red"	12743
"441"	18	22	50.1	"modern"	1	3978.76638607218	"brown"	1500
"442"	2	34	54.5	"classic"	5	5550.26493086529	"brown"	32628
"443"	4	54	52.8	"modern"	7	4758.48342733756	"red"	18089
"444"	16	54	45.9	"modern"	9	4176.91764735305	"black"	-7474
"445"	20	10	48.1	"modern"	6	5569.81631206781	"red"	-4822
"446"	8	34	42.6	"modern"	4	5092.01819452101	"brown"	188
"447"	16	26	62.5	"classic"	5	5858.0736740412	"black"	15012
"448"	6	38	45.2	"modern"	3	5122.5970043408	"black"	40202
"449"	6	58	52	"modern"	8	5077.62080952532	"red"	21070
"450"	10	50	46.1	"modern"	6	4568.93070801436	"black"	-7192
"451"	20	38	44.5	"modern"	3	5141.30002032366	"black"	-3073
"452"	8	42	51.2	"modern"	5	5227.85733113947	"brown"	3677
"453"	12	18	65.1	"classic"	8	5155.40384641313	"brown"	32493
"454"	16	22	40.8	"classic"	5	4430.95829992112	"black"	36706
"455"	12	30	55	"modern"	7	5066.68212709008	"black"	38046
"456"	6	46	68.4	"classic"	6	4856.37553713963	"black"	33837
"457"	2	14	57.6	"classic"	5	4759.28899138581	"brown"	23323
"458"	16	14	36.2	"modern"	4	4711.46631598221	"brown"	3323
"459"	12	50	42.9	"modern"	8	5563.75045226752	"black"	28002
"460"	10	42	56.8	"modern"	3	5232.19282229542	"brown"	11805
"461"	4	42	52.7	"modern"	4	5259.9869841491	"black"	-2945
"462"	10	30	57.1	"classic"	3	4893.89171409579	"black"	1796
"463"	10	30	57.8	"modern"	10	5355.98736107808	"brown"	-4489
"464"	20	42	55.2	"classic"	8	5090.4010246121	"black"	32956
"465"	2	54	55.8	"modern"	9	5300.89833911972	"black"	22127
"466"	10	18	51.1	"modern"	6	5556.76616642895	"red"	-5576
"467"	8	58	56.4	"classic"	6	3863.81689668001	"brown"	51123
"468"	20	46	41.5	"modern"	8	4444.47014454669	"black"	-12718
"469"	10	14	51	"classic"	6	5136.82933096414	"brown"	22405
"470"	12	54	55.9	"classic"	5	5198.18851406527	"brown"	46484
"471"	16	50	38.8	"classic"	9	5587.4979552727	"brown"	40444
"472"	12	30	46.1	"modern"	7	5788.38037559545	"red"	3175
"473"	18	26	37.7	"modern"	8	5487.23250377627	"brown"	5228
"474"	4	58	41.7	"modern"	6	5772.08674000894	"brown"	20139
"475"	12	10	30.9	"modern"	6	5063.79871760766	"black"	21300
"476"	20	22	61.1	"classic"	2	4833.12648038489	"brown"	34735
"477"	8	54	53.5	"modern"	6	5626.78808678072	"black"	33161
"478"	8	58	59.3	"classic"	7	4407.21947733983	"brown"	51216
"479"	16	58	43.9	"classic"	4	5647.63202973389	"brown"	43289
"480"	4	46	35	"modern"	4	5190.11536772088	"red"	19107
"481"	4	38	49.4	"modern"	4	4824.78043331811	"black"	34857
"482"	10	50	48.5	"classic"	7	5674.96847591751	"black"	39238
"483"	10	10	40.8	"modern"	5	5294.54986107385	"black"	38105
"484"	10	30	49.6	"modern"	8	4816.42144067734	"black"	11936
"485"	4	38	52.4	"classic"	4	5731.85962060139	"black"	15313
"486"	6	38	45.4	"classic"	2	4145.27967161249	"black"	24893
"487"	2	18	52.9	"classic"	3	4693.86151435766	"black"	12715
"488"	20	38	29.3	"classic"	5	6246.11825356266	"brown"	29746
"489"	2	34	68	"classic"	6	5606.32680657978	"brown"	43147
"490"	2	30	47.5	"modern"	5	5658.2066200953	"brown"	7630
"491"	14	50	50.1	"modern"	10	5523.71763635333	"brown"	10466
"492"	18	14	40.5	"modern"	9	5479.34339173665	"brown"	-2496
"493"	20	50	38.7	"modern"	8	5231.74355498604	"brown"	21247
"494"	20	46	44.4	"modern"	8	4704.6210431417	"black"	30684
"495"	4	38	58.2	"classic"	9	4553.07764944098	"red"	33287
"496"	16	42	36.8	"modern"	6	4701.65985476124	"black"	10725
"497"	12	14	38.5	"modern"	7	5421.28443111496	"black"	-11488
"498"	18	22	32.8	"modern"	6	4939.55580441032	"brown"	6432
"499"	12	54	46.2	"modern"	7	5474.81390001175	"black"	34785
"500"	10	54	58.9	"classic"	5	4174.92103850376	"black"	49778
"501"	6	58	46.5	"modern"	6	5819.15697297434	"black"	7145
"502"	16	10	41.2	"modern"	4	5393.85440112666	"red"	-3847
"503"	8	38	39.2	"classic"	4	4738.08723187589	"black"	38694
"504"	18	34	53.3	"classic"	5	4487.677393255	"brown"	36268
"505"	20	26	45.6	"modern"	5	5554.77559722412	"black"	-9278
"506"	20	14	47.3	"classic"	5	5174.38094255105	"brown"	19771
"507"	8	14	51.7	"modern"	5	5494.05947334812	"brown"	-8847
"508"	18	10	37.2	"classic"	8	5453.77113134089	"black"	40131
"509"	8	22	46.4	"classic"	8	4818.16726194643	"red"	26789
"510"	10	50	62.1	"classic"	3	4472.21346016083	"red"	44315
"511"	10	46	37.2	"modern"	6	4545.05343155962	"black"	16918
"512"	18	50	48	"classic"	5	5194.40069116965	"black"	-18977
"513"	20	10	60.7	"classic"	4	5382.3189990749	"brown"	21343
"514"	18	10	68.5	"modern"	4	5873.46562136949	"black"	1318
"515"	20	42	48.6	"modern"	10	4966.79196378113	"red"	6883
"516"	12	38	74.4	"classic"	5	5062.03688917317	"black"	1439
"517"	10	46	41.8	"modern"	9	4461.01133297123	"black"	-4321
"518"	2	54	53.8	"classic"	5	5120.01442175888	"red"	44309
"519"	18	10	44.3	"modern"	7	4888.72262150396	"red"	-4636
"520"	6	10	49.8	"classic"	6	4326.16267566349	"black"	29954
"521"	4	30	55.8	"classic"	2	5048.48778005509	"brown"	29344
"522"	12	26	47.8	"classic"	3	4432.96554241939	"black"	18414
"523"	8	22	57.9	"classic"	4	5842.43700907364	"red"	25419
"524"	10	18	42.6	"modern"	6	4886.51364015302	"black"	-8566
"525"	6	22	48.1	"modern"	8	5013.50526372079	"black"	-1851
"526"	4	50	65.1	"classic"	2	4736.04091028968	"brown"	51233
"527"	8	10	68.3	"classic"	8	5502.63974882345	"black"	9605
"528"	20	38	56.7	"modern"	2	5530.85310581517	"black"	28861
"529"	4	30	33.3	"modern"	7	5199.86691941215	"brown"	13768
"530"	20	46	58.2	"classic"	4	5568.04085645849	"brown"	44842
"531"	20	14	48.9	"classic"	3	5263.47749090885	"red"	25822
"532"	12	46	63.1	"classic"	6	4179.47069101953	"brown"	42421
"533"	8	42	61.9	"classic"	10	4732.61579770143	"black"	37177
"534"	4	30	37.3	"modern"	5	5595.30746070287	"brown"	2241
"535"	6	14	57.4	"classic"	10	4477.76390305293	"brown"	24730
"536"	12	58	65.3	"modern"	3	4922.14081409626	"black"	32418
"537"	4	14	31.7	"modern"	3	5208.9386531382	"black"	13308
"538"	8	42	32.9	"modern"	2	5380.33267218441	"black"	4027
"539"	18	10	55.6	"classic"	5	4052.93188629381	"black"	8866
"540"	12	42	65.4	"classic"	6	4549.77342082377	"red"	44770
"541"	8	50	40.4	"modern"	5	4681.70248675875	"black"	28931
"542"	12	14	40.9	"modern"	9	4987.33219503506	"black"	-7406
"543"	14	22	47.7	"modern"	5	5352.82619229779	"black"	14664
"544"	12	50	35.6	"modern"	8	5388.09858971249	"black"	20506
"545"	12	46	45.3	"modern"	3	5740.30659413051	"black"	31193
"546"	16	22	54.7	"classic"	5	5238.12439065376	"black"	13977
"547"	2	42	67.6	"classic"	2	4695.31018069989	"brown"	36888
"548"	8	10	43.2	"modern"	4	5100.33873061919	"black"	35834
"549"	18	46	37.1	"modern"	6	4596.65133177044	"brown"	20344
"550"	18	18	54	"modern"	7	4414.61933214392	"black"	-10158
"551"	10	50	34.6	"classic"	6	5785.4839869991	"black"	25357
"552"	8	22	60.3	"classic"	7	4956.94802923466	"black"	29589
"553"	12	50	52.1	"modern"	9	4775.96986301437	"brown"	16181
"554"	16	46	55	"classic"	5	5390.97868963595	"brown"	38641
"555"	10	54	52.2	"classic"	9	4997.07613934909	"black"	-4732
"556"	4	42	49	"modern"	4	5285.14274906445	"red"	9101
"557"	4	14	60.5	"classic"	6	5224.82144163206	"brown"	26128
"558"	8	26	55.4	"classic"	6	5739.99013022709	"black"	29574
"559"	14	18	56	"modern"	8	4963.70478270352	"brown"	-4815
"560"	10	42	60.3	"modern"	5	4817.84075611362	"black"	-836
"561"	10	34	48.8	"modern"	7	5430.54070502242	"brown"	5866
"562"	18	22	60.5	"classic"	9	4258.50326943766	"red"	35260
"563"	20	14	58.8	"classic"	6	4672.34571278554	"black"	-16430
"564"	6	34	45.7	"classic"	8	4500.3711650477	"black"	40439
"565"	18	22	43.7	"modern"	4	4974.57747929833	"brown"	5362
"566"	4	26	50.8	"classic"	8	5017.48982259933	"brown"	21793
"567"	16	18	44.3	"classic"	9	4551.12553410583	"red"	28798
"568"	20	42	43.8	"modern"	1	4744.46376937974	"black"	17924
"569"	18	10	60.5	"classic"	5	5267.84421723991	"red"	19239
"570"	8	58	51.6	"modern"	5	5317.94102390503	"black"	-14130
"571"	6	30	58.3	"classic"	9	4771.13560668608	"black"	-5127
"572"	20	14	46.5	"classic"	6	5304.65845688504	"black"	10721
"573"	12	58	26.5	"modern"	7	4636.78087907041	"red"	33559
"574"	14	58	64.1	"modern"	3	5610.91130867139	"black"	26493
"575"	4	46	47.8	"modern"	4	6157.81095278902	"black"	21530
"576"	20	58	58.9	"classic"	6	5380.45105875633	"brown"	49718
"577"	4	34	62.9	"modern"	1	5696.4285007445	"black"	29052
"578"	2	58	49.2	"classic"	9	5259.27533675974	"black"	3784
"579"	6	30	35.7	"modern"	3	4327.42545488687	"brown"	4479
"580"	12	58	57.9	"modern"	7	4865.6914487049	"red"	16073
"581"	10	10	66.7	"modern"	2	5101.04950093168	"red"	-10800
"582"	2	46	42.4	"modern"	4	3704.07938731546	"black"	-17132
"583"	8	10	55.8	"classic"	7	4565.32725102885	"red"	25754
"584"	16	10	29.8	"modern"	8	5545.17324065979	"red"	1397
"585"	10	26	56.9	"classic"	6	5093.50288641823	"black"	-1094
"586"	16	54	47.1	"modern"	1	5327.15674386796	"red"	4002
"587"	6	30	44.3	"classic"	4	4541.86285823432	"black"	-7384
"588"	2	46	59.9	"classic"	8	4707.61210579179	"black"	26822
"589"	20	58	56.7	"classic"	3	5220.81457878874	"black"	4512
"590"	6	14	49.6	"modern"	4	5822.08524892245	"red"	386
"591"	18	34	48.2	"modern"	9	4652.44120657677	"black"	18512
"592"	2	18	59.1	"classic"	4	4696.37235006407	"black"	23600
"593"	14	58	67.9	"classic"	3	6001.8359647724	"black"	-7416
"594"	16	30	42.2	"modern"	6	5343.11959738872	"black"	25425
"595"	12	58	68.5	"modern"	10	5265.40273580298	"black"	28639
"596"	8	30	45.5	"classic"	7	6035.05680203405	"red"	30863
"597"	4	30	50.5	"classic"	6	4302.92477800076	"black"	-4062
"598"	12	42	39.1	"classic"	4	5432.16563315346	"black"	14561
"599"	2	34	64.2	"classic"	7	4376.36292225806	"black"	6483
"600"	8	58	53.4	"modern"	6	4323.13561819462	"brown"	6170
"601"	10	54	65.9	"modern"	7	4864.53645227431	"red"	-560
"602"	4	26	36.4	"modern"	2	4317.14163173255	"black"	30544
"603"	20	42	32.2	"modern"	9	5667.10050169469	"red"	15223
"604"	16	34	52.2	"modern"	3	4718.96195857888	"brown"	5804
"605"	6	46	69.8	"classic"	5	5605.52262190839	"red"	44565
"606"	20	42	54.7	"classic"	9	5199.62854216501	"black"	36272
"607"	10	46	45.7	"classic"	7	4943.87002779171	"brown"	42634
"608"	6	30	68.5	"classic"	7	5111.05426739856	"red"	30529
"609"	8	42	46.3	"modern"	3	5837.92250675445	"black"	-7331
"610"	4	50	48.7	"classic"	7	5382.65501658777	"brown"	48589
"611"	20	42	64.4	"classic"	7	4703.94509825526	"brown"	40152
"612"	2	18	48.2	"modern"	4	5372.98048474034	"black"	-1152
"613"	2	26	57.6	"modern"	10	4565.14607687227	"red"	-3222
"614"	4	46	47.7	"modern"	6	4930.3475926322	"black"	-16618
"615"	18	50	51.9	"classic"	4	5517.51775391713	"black"	18852
"616"	14	34	42.9	"modern"	5	5285.76183828185	"black"	8562
"617"	18	10	49.1	"modern"	9	5070.98278548168	"black"	-11601
"618"	12	54	60.1	"classic"	1	5315.0330001761	"black"	-18782
"619"	4	46	58.1	"modern"	8	4707.84663003908	"black"	-7857
"620"	20	38	55	"classic"	4	4790.3175498734	"red"	39014
"621"	20	26	47.1	"modern"	6	5209.64421636035	"brown"	5742
"622"	16	54	63.8	"modern"	6	4398.47022718446	"black"	11470
"623"	8	26	46.9	"classic"	4	4708.3065445676	"black"	4763
"624"	18	54	42.9	"modern"	3	4977.22819176102	"black"	-4762
"625"	18	18	48.3	"classic"	6	5713.96413206076	"black"	44974
"626"	2	58	55.7	"classic"	3	4259.54883723546	"black"	-1347
"627"	16	50	59.6	"modern"	8	4682.94057172952	"brown"	9812
"628"	10	30	60.9	"modern"	5	4776.63284022002	"red"	-5122
"629"	12	18	49.7	"modern"	9	5554.85467705432	"black"	30605
"630"	10	18	48.3	"modern"	10	5552.62547997114	"red"	362
"631"	10	58	45.8	"classic"	9	4895.65058992428	"black"	368
"632"	18	34	71.1	"classic"	4	5315.90905484685	"black"	24251
"633"	2	10	39.7	"modern"	9	4729.162687179	"black"	36229
"634"	8	38	60.6	"classic"	9	4197.43362206489	"brown"	34975
"635"	12	54	35.2	"modern"	5	4408.89684001766	"black"	38070
"636"	16	18	46.3	"classic"	8	4884.28075317338	"red"	24976
"637"	10	42	55.2	"modern"	7	5353.42045574203	"red"	-1085
"638"	6	38	45.4	"classic"	4	5038.75555705655	"black"	16313
"639"	10	38	61.7	"classic"	1	4347.33025828454	"red"	42135
"640"	4	14	32.8	"modern"	3	4527.09006509623	"black"	7008
"641"	12	30	37.9	"classic"	5	4982.81476271544	"red"	24851
"642"	18	10	51.1	"modern"	2	5169.47858117202	"black"	-15174
"643"	2	30	51.8	"classic"	4	4820.64775666716	"black"	12475
"644"	16	58	57	"modern"	7	5121.71078797534	"black"	-7273
"645"	10	26	54	"classic"	8	5459.27424917207	"brown"	28032
"646"	20	54	43.1	"classic"	4	5064.15507940794	"brown"	44003
"647"	16	34	62.5	"classic"	2	5887.26543614496	"black"	-1050
"648"	12	58	43.7	"modern"	4	5448.51416467295	"brown"	22584
"649"	2	50	49.7	"modern"	9	5374.48951835292	"black"	13039
"650"	20	22	35.6	"modern"	4	5063.04538961369	"black"	30814
"651"	6	50	51.4	"modern"	2	4820.05788219472	"brown"	5972
"652"	18	22	39.2	"modern"	8	4496.60940298675	"black"	-10790
"653"	10	58	46.6	"modern"	7	5430.51718455864	"brown"	23311
"654"	18	34	41.5	"modern"	2	4711.87983727519	"brown"	9103
"655"	14	26	64.5	"modern"	5	5134.60950238088	"black"	28075
"656"	20	58	31	"modern"	10	4051.33876069038	"black"	42336
"657"	20	46	41.3	"modern"	7	5488.88763096147	"brown"	11048
"658"	20	22	55.5	"classic"	4	4459.08743578031	"brown"	35910
"659"	10	10	53.8	"classic"	8	4561.96225020367	"black"	9535
"660"	20	22	66	"classic"	3	4839.22963984192	"red"	33729
"661"	18	14	45.6	"classic"	7	4941.32887649368	"black"	43843
"662"	10	38	58.3	"classic"	9	4630.82077946991	"red"	38078
"663"	4	54	49.9	"classic"	6	4531.51672241357	"black"	1256
"664"	10	22	44	"modern"	2	4816.39299820563	"red"	1078
"665"	16	22	52.2	"modern"	6	5192.82694464083	"black"	21664
"666"	2	46	42.3	"modern"	8	5046.51093289515	"black"	18610
"667"	10	22	44.3	"classic"	6	5017.39515321057	"black"	39966
"668"	20	22	43.6	"classic"	7	4545.89452258561	"red"	32419
"669"	16	58	49.1	"modern"	1	5312.87233698261	"black"	5784
"670"	6	10	43.5	"modern"	5	5969.94486365288	"black"	25718
"671"	4	54	37.1	"modern"	8	6014.78587689262	"brown"	19621
"672"	12	30	43.9	"modern"	10	4716.43824406735	"black"	21079
"673"	2	54	57.5	"classic"	7	4968.05307752989	"red"	42058
"674"	20	50	55.9	"classic"	3	4942.21938857147	"red"	40283
"675"	14	26	56	"modern"	7	4777.3018021033	"black"	20236
"676"	18	18	51.9	"classic"	2	4803.3178329735	"brown"	27543
"677"	20	14	40.4	"modern"	9	4217.73540226428	"red"	4881
"678"	12	54	47.3	"modern"	4	4896.39635622619	"black"	22472
"679"	4	30	38.2	"classic"	8	5083.81701611648	"black"	4053
"680"	2	38	51.4	"modern"	9	4647.86153687163	"black"	-19452
"681"	4	22	44.5	"classic"	9	4544.59952470806	"black"	21602
"682"	12	34	46.7	"classic"	8	4944.60799262379	"brown"	39303
"683"	8	22	42.6	"classic"	9	4941.8420214797	"black"	6738
"684"	2	26	61	"classic"	5	4904.58357949371	"black"	16896
"685"	18	54	59.5	"modern"	6	4931.72903998131	"black"	-11078
"686"	10	50	47.6	"classic"	10	5768.31773019822	"black"	17984
"687"	12	14	45.8	"classic"	5	5259.42805260333	"black"	1540
"688"	16	30	59.2	"modern"	3	4990.54358713606	"brown"	-12655
"689"	14	18	49.9	"modern"	5	5198.42392671386	"red"	-5086
"690"	2	22	49.3	"classic"	7	4476.82312900909	"brown"	23304
"691"	2	50	48.1	"modern"	6	4788.62724320807	"red"	11603
"692"	10	14	73	"classic"	5	5181.99120043492	"brown"	39827
"693"	10	38	53.2	"classic"	5	4538.24250831248	"black"	9230
"694"	6	50	58.9	"modern"	8	5510.38378135375	"black"	42655
"695"	8	22	48.8	"classic"	1	4203.53518141149	"black"	23521
"696"	12	38	32.7	"modern"	9	5166.12416326462	"black"	-7018
"697"	20	34	29.4	"modern"	2	5567.98362578814	"brown"	16619
"698"	20	22	61.4	"classic"	4	5141.04329969254	"red"	25828
"699"	14	18	43.8	"modern"	6	5381.44092971105	"red"	-642
"700"	18	38	52.1	"classic"	6	5125.53331873136	"black"	34573
"701"	16	38	52.6	"classic"	5	4911.39468548038	"black"	-20516
"702"	2	18	42.2	"modern"	4	4648.83429261702	"brown"	2618
"703"	8	18	47.2	"modern"	6	5296.56985745536	"black"	-14946
"704"	10	10	41.5	"modern"	2	5372.83876614783	"black"	22807
"705"	8	50	57.8	"modern"	4	5200.43167839808	"brown"	15138
"706"	10	26	46.7	"classic"	10	5488.63782284113	"black"	6416
"707"	10	14	75.6	"classic"	7	5204.76316583698	"brown"	33675
"708"	6	10	39.8	"modern"	3	5081.84758953296	"black"	31532
"709"	12	46	53.7	"classic"	7	4807.88544654254	"red"	35856
"710"	16	38	43.3	"modern"	5	4858.45457636945	"black"	25928
"711"	20	26	60.6	"modern"	8	5520.02900652756	"black"	27288
"712"	18	54	62.6	"classic"	7	5861.3593436825	"black"	40564
"713"	2	42	60.9	"classic"	4	5330.42295207663	"black"	206
"714"	12	22	39	"modern"	6	5188.29922506567	"red"	5223
"715"	20	38	59.8	"classic"	3	5467.00530488005	"black"	14762
"716"	8	34	52.6	"modern"	6	4418.98013697271	"red"	271
"717"	20	14	57.9	"classic"	1	5193.36784079518	"black"	36878
"718"	12	58	52.1	"classic"	3	5410.86999275391	"black"	37177
"719"	20	50	61.7	"classic"	10	5119.77450894691	"red"	48746
"720"	4	50	45.4	"classic"	9	4317.35312828551	"black"	-5029
"721"	2	50	47.8	"modern"	3	5832.0824900468	"black"	-7702
"722"	16	26	37.9	"classic"	8	5545.74314075798	"red"	23807
"723"	4	10	39.8	"classic"	6	5160.26500508261	"black"	5085
"724"	2	58	55.2	"modern"	8	4913.4048033392	"black"	32912
"725"	10	26	28.4	"modern"	4	5179.82823367521	"black"	-2474
"726"	4	18	47.1	"modern"	7	5625.76544508865	"black"	41127
"727"	2	10	49.8	"modern"	6	4809.2871411933	"red"	-7416
"728"	4	14	47.2	"modern"	8	4665.39440536044	"red"	-1181
"729"	4	18	62	"classic"	5	3480.76649745156	"black"	-2806
"730"	10	46	54.7	"modern"	4	5701.9295361967	"black"	-1250
"731"	8	14	65.4	"classic"	6	5355.92697201289	"red"	34147
"732"	10	54	51.8	"classic"	2	4569.91047975207	"brown"	48547
"733"	10	54	63.2	"classic"	3	5454.95312373006	"red"	52193
"734"	18	22	52.8	"modern"	5	5111.73473978815	"black"	43124
"735"	2	26	61.2	"classic"	8	4562.04494401762	"brown"	35508
"736"	16	10	26.1	"modern"	8	4345.57477839288	"black"	24837
"737"	14	34	53.5	"classic"	8	4288.12297426814	"black"	-18134
"738"	4	26	35.8	"modern"	4	5271.9968128594	"brown"	6698
"739"	16	38	37.7	"modern"	10	6028.15593077262	"black"	-12437
"740"	6	30	51.4	"modern"	8	5340.18064315244	"red"	1202
"741"	8	38	65.6	"classic"	7	5812.3856854758	"black"	29422
"742"	2	34	53.1	"classic"	10	5282.30657832726	"red"	43511
"743"	10	10	63.1	"modern"	9	5922.69829877261	"red"	-17071
"744"	4	58	70.3	"classic"	9	5320.16397281645	"brown"	50700
"745"	8	10	46	"modern"	5	4492.14500630075	"brown"	-11867
"746"	8	46	56.9	"classic"	7	5282.6282041566	"red"	45244
"747"	8	22	42.3	"modern"	6	5117.34098270729	"black"	49037
"748"	16	58	50.6	"classic"	5	5067.2579479323	"black"	-5988
"749"	4	58	46.2	"classic"	9	5271.16209840514	"black"	25490
"750"	14	22	48.6	"classic"	5	4609.15419157065	"black"	-16377
"751"	14	18	47.4	"classic"	9	5907.62292523066	"black"	37587
"752"	4	42	51.1	"modern"	10	5206.55345971989	"brown"	7511
"753"	14	38	45.5	"classic"	6	5581.39178548931	"black"	42609
"754"	14	54	45	"modern"	7	5455.56758732849	"brown"	16374
"755"	4	50	37.7	"classic"	8	4704.05636456226	"black"	34761
"756"	6	46	70.3	"classic"	9	4483.53789575149	"red"	48681
"757"	16	34	46.5	"modern"	5	4659.19167290266	"black"	-4107
"758"	16	10	64.5	"classic"	5	4817.92113032952	"brown"	30831
"759"	4	50	53.2	"modern"	4	4935.13111761843	"black"	-10166
"760"	20	58	56.8	"classic"	5	4644.60564686126	"black"	32264
"761"	6	54	63.7	"modern"	8	4994.82098175197	"black"	-13363
"762"	4	54	55.9	"classic"	5	4709.75949294977	"black"	21966
"763"	4	54	54.8	"classic"	5	4921.15900434997	"red"	49004
"764"	2	10	60.1	"modern"	4	4657.86211196084	"brown"	-15639
"765"	2	54	53.7	"classic"	7	5264.23233058401	"black"	-17624
"766"	8	38	48.5	"modern"	8	5657.40491011382	"brown"	7783
"767"	6	14	49.4	"modern"	5	4730.53067360447	"black"	3335
"768"	6	58	54.1	"modern"	5	5128.72139299578	"brown"	13535
"769"	16	18	57.6	"modern"	5	5106.21992381792	"black"	-1834
"770"	6	54	40.2	"classic"	5	4016.34082022377	"black"	50650
"771"	10	10	46.6	"modern"	5	6371.50360064477	"black"	42659
"772"	18	46	39.8	"classic"	5	4682.65772378086	"brown"	32659
"773"	14	46	31.4	"modern"	8	3713.11888021269	"brown"	18745
"774"	6	42	50.4	"classic"	3	5256.27493504099	"brown"	32470
"775"	10	54	52	"modern"	7	5576.72605921259	"brown"	10598
"776"	20	10	44.2	"classic"	2	5155.07905559525	"black"	-5001
"777"	16	34	46	"modern"	8	5148.17655510583	"red"	11932
"778"	8	14	68.2	"modern"	5	4552.72734035891	"red"	-9340
"779"	4	46	55	"classic"	3	3980.11592626907	"red"	42687
"780"	6	14	69.8	"classic"	7	4540.13441129838	"black"	-11620
"781"	14	54	51.7	"classic"	9	5239.10889183564	"black"	31543
"782"	12	26	43.3	"modern"	6	4542.90518712403	"brown"	7261
"783"	12	50	35.2	"modern"	7	5517.27481382553	"black"	-2650
"784"	6	42	63.4	"classic"	3	4849.94559829654	"black"	24777
"785"	16	18	53.6	"modern"	1	5763.86317208545	"black"	2047
"786"	20	18	48	"modern"	4	5487.56722248034	"black"	22936
"787"	16	34	46.5	"modern"	6	5011.29535406307	"black"	21338
"788"	4	58	46.7	"modern"	8	5002.59267551245	"brown"	18711
"789"	14	30	39	"modern"	9	5379.55757773663	"black"	26936
"790"	8	58	52.6	"classic"	5	5167.54838223974	"brown"	45130
"791"	10	18	45.2	"classic"	3	5302.43147001882	"black"	48271
"792"	12	18	52.7	"classic"	5	5261.78506854442	"black"	13749
"793"	12	14	55.7	"classic"	5	5323.87586262164	"brown"	18861
"794"	10	54	48.7	"classic"	7	3854.26722798154	"brown"	45081
"795"	2	14	51.9	"modern"	6	4364.57938750057	"red"	-20
"796"	8	58	57.6	"classic"	8	4609.60363981994	"brown"	52287
"797"	8	26	51.3	"classic"	3	4314.34310079123	"red"	30866
"798"	18	22	43.7	"modern"	6	4062.17885764087	"brown"	-5822
"799"	20	58	44.1	"classic"	7	4515.14716519392	"black"	248
"800"	16	42	54.3	"modern"	4	5444.33287562654	"black"	5499
"801"	2	10	35.5	"modern"	3	5688.77259820588	"red"	1886
"802"	18	46	63.1	"modern"	6	5741.97161216171	"brown"	1498
"803"	12	38	52.9	"classic"	3	4383.66965178654	"black"	35491
"804"	12	26	22.6	"modern"	8	5234.76644860497	"black"	-3675
"805"	10	10	55.8	"classic"	7	4590.55683438196	"brown"	31787
"806"	14	58	38.5	"modern"	7	5182.53545359525	"black"	18251
"807"	4	58	44.3	"classic"	8	4970.51387707266	"black"	6202
"808"	18	46	41.6	"classic"	6	4843.50645027307	"black"	47752
"809"	4	10	41.7	"modern"	2	5377.80403601192	"brown"	-1183
"810"	18	30	40.1	"modern"	9	5009.07512615186	"red"	3116
"811"	14	26	45.7	"modern"	8	5153.04786451866	"red"	5713
"812"	14	58	52.8	"classic"	9	5419.28941303392	"red"	45123
