"id"	"sex"	"headband"	"age"	"college"	"tattoos"	"tchests.found"	"parrots.lifetime"	"favorite.pirate"	"sword.type"	"sword.speed"
"254"	254	"female"	"yes"	33	"JSSFP"	10	15	3	"Blackbeard"	"cutlass"	0.694038999913812
"255"	255	"male"	"yes"	25	"CCCC"	14	4	4	"Anicetus"	"cutlass"	0.00186567461246008
"256"	256	"female"	"yes"	34	"JSSFP"	11	13	5	"Blackbeard"	"cutlass"	0.0753566334606148
"257"	257	"male"	"yes"	29	"CCCC"	17	17	2	"Jack Sparrow"	"cutlass"	0.305546227609739
"258"	258	"female"	"no"	27	"CCCC"	3	21	4	"Lewis Scot"	"cutlass"	0.231155160116032
"259"	259	"female"	"no"	23	"CCCC"	0	2	8	"Jack Sparrow"	"sabre"	0.755182057619095
"260"	260	"female"	"yes"	32	"CCCC"	10	9	3	"Anicetus"	"cutlass"	0.191536820784677
"261"	261	"male"	"yes"	35	"JSSFP"	9	5	0	"Jack Sparrow"	"cutlass"	1.57933759844436
"262"	262	"male"	"yes"	28	"CCCC"	8	4	5	"Jack Sparrow"	"cutlass"	0.318927916523535
"263"	263	"female"	"yes"	31	"JSSFP"	9	1	3	"Lewis Scot"	"cutlass"	0.188446827523876
"264"	264	"male"	"yes"	39	"JSSFP"	12	2	8	"Jack Sparrow"	"cutlass"	0.429892570246011
"265"	265	"male"	"yes"	22	"CCCC"	8	0	3	"Blackbeard"	"cutlass"	0.722119678949759
"266"	266	"male"	"yes"	12	"CCCC"	6	0	0	"Jack Sparrow"	"cutlass"	0.790558683194041
"267"	267	"female"	"yes"	33	"JSSFP"	9	0	2	"Jack Sparrow"	"cutlass"	0.256939904356841
"268"	268	"male"	"yes"	23	"CCCC"	8	24	1	"Jack Sparrow"	"cutlass"	0.498446070679285
"269"	269	"other"	"no"	19	"CCCC"	5	5	1	"Blackbeard"	"banana"	2.57641552657672
"270"	270	"female"	"no"	22	"CCCC"	3	7	3	"Edward Low"	"sabre"	0.710660945624113
"271"	271	"female"	"yes"	35	"JSSFP"	8	2	0	"Jack Sparrow"	"cutlass"	0.0888389096472914
"272"	272	"male"	"yes"	17	"CCCC"	11	8	0	"Jack Sparrow"	"cutlass"	0.137742200458888
"273"	273	"other"	"yes"	22	"CCCC"	8	1	4	"Lewis Scot"	"cutlass"	0.37422867375426
"274"	274	"other"	"yes"	36	"JSSFP"	9	2	1	"Blackbeard"	"cutlass"	0.694427485551506
"275"	275	"female"	"yes"	37	"JSSFP"	14	20	9	"Jack Sparrow"	"cutlass"	0.382812424504664
"276"	276	"female"	"yes"	33	"JSSFP"	8	3	4	"Blackbeard"	"cutlass"	0.0131524316384457
"277"	277	"female"	"yes"	23	"CCCC"	12	2	1	"Jack Sparrow"	"cutlass"	1.40864868989719
"278"	278	"male"	"yes"	27	"CCCC"	5	4	0	"Lewis Scot"	"cutlass"	0.341914840391837
"279"	279	"female"	"yes"	31	"JSSFP"	10	6	0	"Blackbeard"	"cutlass"	0.787658813616082
"280"	280	"female"	"yes"	28	"CCCC"	11	4	3	"Anicetus"	"cutlass"	0.105313255626243
"281"	281	"male"	"yes"	27	"CCCC"	10	7	5	"Blackbeard"	"cutlass"	0.333670551190153
"282"	282	"male"	"yes"	18	"CCCC"	4	13	3	"Jack Sparrow"	"cutlass"	1.21597060113551
"283"	283	"male"	"yes"	29	"CCCC"	6	1	4	"Jack Sparrow"	"cutlass"	0.131783436501922
"284"	284	"male"	"yes"	31	"JSSFP"	9	17	0	"Anicetus"	"cutlass"	0.289175114012323
"285"	285	"female"	"no"	35	"JSSFP"	5	3	1	"Hook"	"sabre"	2.37313429407668
"286"	286	"female"	"no"	30	"JSSFP"	10	3	9	"Lewis Scot"	"scimitar"	2.46372440505429
"287"	287	"female"	"yes"	41	"JSSFP"	14	14	3	"Anicetus"	"cutlass"	0.539056060925879
"288"	288	"male"	"yes"	18	"CCCC"	10	5	2	"Jack Sparrow"	"cutlass"	0.661208539942101
"289"	289	"male"	"yes"	32	"JSSFP"	11	2	1	"Jack Sparrow"	"cutlass"	0.0190373111399822
"290"	290	"female"	"yes"	32	"JSSFP"	6	6	2	"Hook"	"cutlass"	0.116582212212961
"291"	291	"male"	"no"	33	"JSSFP"	4	8	2	"Jack Sparrow"	"sabre"	1.32974452440116
"292"	292	"male"	"yes"	29	"CCCC"	10	6	0	"Jack Sparrow"	"cutlass"	0.207198362864483
"293"	293	"female"	"yes"	32	"JSSFP"	7	45	4	"Blackbeard"	"cutlass"	0.309026883624028
"294"	294	"male"	"yes"	23	"CCCC"	16	7	1	"Jack Sparrow"	"cutlass"	0.34221968587183
"295"	295	"female"	"yes"	28	"CCCC"	10	12	4	"Jack Sparrow"	"cutlass"	0.519652559491262
"296"	296	"female"	"yes"	28	"CCCC"	18	4	1	"Jack Sparrow"	"cutlass"	0.0105155955556506
"297"	297	"female"	"yes"	33	"JSSFP"	10	7	6	"Blackbeard"	"cutlass"	0.0595602585235611
"298"	298	"female"	"yes"	29	"CCCC"	10	5	2	"Blackbeard"	"cutlass"	0.780087124995709
"299"	299	"male"	"yes"	17	"CCCC"	8	0	0	"Jack Sparrow"	"cutlass"	0.290796908375341
"300"	300	"male"	"yes"	21	"CCCC"	9	3	0	"Edward Low"	"cutlass"	1.70879043281584
"301"	301	"female"	"yes"	35	"JSSFP"	8	6	6	"Blackbeard"	"cutlass"	0.231695420160583
"302"	302	"male"	"yes"	31	"JSSFP"	13	3	3	"Jack Sparrow"	"cutlass"	0.291445700568147
"303"	303	"female"	"yes"	26	"CCCC"	14	16	2	"Lewis Scot"	"sabre"	2.87591493053639
"304"	304	"male"	"yes"	22	"CCCC"	20	6	2	"Blackbeard"	"cutlass"	1.17210317863488
"305"	305	"female"	"yes"	20	"CCCC"	8	7	3	"Blackbeard"	"cutlass"	0.741528352929101
"306"	306	"female"	"yes"	32	"JSSFP"	10	23	1	"Anicetus"	"cutlass"	0.720064220341675
"307"	307	"female"	"yes"	29	"CCCC"	13	4	1	"Lewis Scot"	"cutlass"	0.235295832972042
"308"	308	"female"	"yes"	33	"JSSFP"	5	0	6	"Jack Sparrow"	"cutlass"	0.0696066187811084
"309"	309	"male"	"yes"	27	"CCCC"	11	1	1	"Jack Sparrow"	"cutlass"	0.845647547367782
"310"	310	"male"	"yes"	27	"CCCC"	13	5	1	"Anicetus"	"cutlass"	0.0845700994672799
"311"	311	"male"	"yes"	24	"CCCC"	10	8	1	"Jack Sparrow"	"cutlass"	0.974606238253057
"312"	312	"male"	"yes"	28	"CCCC"	9	8	4	"Jack Sparrow"	"cutlass"	0.259169632918201
"313"	313	"female"	"yes"	29	"CCCC"	11	9	3	"Hook"	"cutlass"	0.0511510951998471
"314"	314	"male"	"yes"	26	"CCCC"	12	1	0	"Anicetus"	"scimitar"	17.5261849270921
"315"	315	"female"	"yes"	22	"CCCC"	4	7	1	"Anicetus"	"cutlass"	0.189271231519206
"316"	316	"female"	"yes"	32	"JSSFP"	16	6	3	"Blackbeard"	"cutlass"	0.331562013598159
"317"	317	"female"	"yes"	36	"JSSFP"	9	1	1	"Jack Sparrow"	"cutlass"	0.535393449218765
"318"	318	"female"	"yes"	24	"CCCC"	14	9	1	"Lewis Scot"	"cutlass"	1.06360284098339
"319"	319	"male"	"yes"	34	"JSSFP"	10	1	6	"Jack Sparrow"	"cutlass"	0.35714327765163
"320"	320	"female"	"no"	29	"CCCC"	7	1	3	"Blackbeard"	"banana"	6.80377649121284
"321"	321	"female"	"yes"	27	"CCCC"	9	7	2	"Blackbeard"	"cutlass"	0.183999111759476
"322"	322	"female"	"yes"	32	"JSSFP"	12	5	0	"Hook"	"cutlass"	0.319319340051152
"323"	323	"male"	"yes"	23	"CCCC"	10	3	1	"Jack Sparrow"	"cutlass"	0.0463392678648233
"324"	324	"male"	"yes"	25	"CCCC"	13	6	7	"Jack Sparrow"	"cutlass"	0.461146031712935
"325"	325	"female"	"yes"	28	"CCCC"	8	9	0	"Lewis Scot"	"cutlass"	0.00550361690374931
"326"	326	"male"	"yes"	24	"CCCC"	9	1	0	"Jack Sparrow"	"cutlass"	0.456156984993078
"327"	327	"female"	"yes"	32	"JSSFP"	9	14	1	"Anicetus"	"cutlass"	0.595293947295302
"328"	328	"male"	"yes"	29	"CCCC"	12	35	2	"Jack Sparrow"	"cutlass"	0.783626649618901
"329"	329	"male"	"yes"	19	"CCCC"	12	4	0	"Jack Sparrow"	"sabre"	18.6251393446051
"330"	330	"male"	"yes"	34	"JSSFP"	13	6	4	"Jack Sparrow"	"cutlass"	0.534714494107112
"331"	331	"female"	"yes"	34	"JSSFP"	10	25	3	"Hook"	"cutlass"	0.833267264507532
"332"	332	"male"	"yes"	25	"CCCC"	6	3	5	"Lewis Scot"	"cutlass"	0.21558363980148
"333"	333	"male"	"yes"	26	"JSSFP"	11	2	0	"Jack Sparrow"	"cutlass"	0.218931103881914
"334"	334	"male"	"yes"	23	"CCCC"	4	0	2	"Jack Sparrow"	"cutlass"	0.0368412450188771
"335"	335	"male"	"yes"	31	"JSSFP"	9	16	1	"Blackbeard"	"cutlass"	0.933242738789035
"336"	336	"female"	"yes"	36	"JSSFP"	9	30	9	"Anicetus"	"cutlass"	0.823541303371832
"337"	337	"female"	"yes"	36	"JSSFP"	14	10	5	"Jack Sparrow"	"cutlass"	0.472267652093207
"338"	338	"female"	"yes"	35	"JSSFP"	11	3	0	"Anicetus"	"cutlass"	0.115310192034936
"339"	339	"female"	"yes"	25	"CCCC"	10	11	2	"Anicetus"	"sabre"	2.0517614359657
"340"	340	"female"	"yes"	34	"JSSFP"	13	16	1	"Hook"	"cutlass"	0.0732645942480303
"341"	341	"male"	"yes"	21	"CCCC"	10	5	2	"Jack Sparrow"	"cutlass"	0.424599157122429
"342"	342	"other"	"yes"	21	"CCCC"	6	7	1	"Hook"	"cutlass"	0.155461470421869
"343"	343	"male"	"yes"	20	"CCCC"	8	20	0	"Jack Sparrow"	"cutlass"	0.599576184984275
"344"	344	"female"	"yes"	21	"CCCC"	10	2	4	"Jack Sparrow"	"cutlass"	0.193026326596737
"345"	345	"male"	"yes"	28	"CCCC"	11	1	0	"Jack Sparrow"	"cutlass"	0.499848387527101
"346"	346	"female"	"yes"	28	"CCCC"	9	6	4	"Edward Low"	"cutlass"	0.976026888185755
"347"	347	"male"	"yes"	17	"CCCC"	6	1	0	"Anicetus"	"cutlass"	0.943342600896597
"348"	348	"female"	"yes"	33	"JSSFP"	10	2	12	"Lewis Scot"	"cutlass"	0.342829239671119
"349"	349	"male"	"yes"	20	"CCCC"	13	5	2	"Jack Sparrow"	"cutlass"	0.245999087043169
"350"	350	"male"	"yes"	27	"CCCC"	15	6	3	"Jack Sparrow"	"cutlass"	1.00195745296551
"351"	351	"other"	"no"	25	"CCCC"	4	8	0	"Hook"	"banana"	1.9861335622989
"352"	352	"female"	"yes"	28	"CCCC"	10	8	3	"Blackbeard"	"cutlass"	0.370354226615746
"353"	353	"female"	"yes"	35	"JSSFP"	12	2	0	"Jack Sparrow"	"cutlass"	0.658077887751604
"354"	354	"male"	"yes"	28	"CCCC"	9	22	2	"Jack Sparrow"	"sabre"	0.210188583781322
"355"	355	"male"	"yes"	27	"CCCC"	10	8	1	"Jack Sparrow"	"sabre"	1.17213909048587
"356"	356	"male"	"yes"	27	"CCCC"	10	6	2	"Jack Sparrow"	"cutlass"	0.139951080483504
"357"	357	"other"	"yes"	31	"CCCC"	8	6	4	"Jack Sparrow"	"cutlass"	0.589003447067745
"358"	358	"female"	"yes"	28	"CCCC"	11	6	6	"Lewis Scot"	"cutlass"	0.0471987345372327
"359"	359	"male"	"no"	25	"CCCC"	8	3	4	"Jack Sparrow"	"banana"	0.0316770480998967
"360"	360	"male"	"yes"	30	"CCCC"	11	2	4	"Jack Sparrow"	"cutlass"	1.147503495178
"361"	361	"male"	"yes"	31	"CCCC"	6	4	10	"Jack Sparrow"	"sabre"	4.95665424785821
"362"	362	"female"	"yes"	38	"JSSFP"	3	2	1	"Jack Sparrow"	"cutlass"	0.0860228317302921
"363"	363	"female"	"yes"	36	"JSSFP"	17	15	1	"Anicetus"	"cutlass"	0.346828816862591
"364"	364	"female"	"yes"	28	"CCCC"	4	11	0	"Blackbeard"	"cutlass"	1.84845303194455
"365"	365	"male"	"no"	27	"CCCC"	8	8	3	"Jack Sparrow"	"banana"	2.66592508075574
"366"	366	"male"	"yes"	24	"CCCC"	11	1	1	"Jack Sparrow"	"cutlass"	0.41330988984555
"367"	367	"male"	"yes"	25	"CCCC"	8	6	1	"Jack Sparrow"	"cutlass"	0.912578859373164
"368"	368	"female"	"yes"	36	"JSSFP"	9	6	9	"Blackbeard"	"cutlass"	0.835331381505177
"369"	369	"male"	"yes"	22	"CCCC"	10	9	2	"Jack Sparrow"	"cutlass"	0.0852912134723738
"370"	370	"female"	"yes"	31	"JSSFP"	12	6	1	"Edward Low"	"cutlass"	0.518704667893991
"371"	371	"female"	"yes"	33	"JSSFP"	9	0	2	"Blackbeard"	"cutlass"	0.489888509010717
"372"	372	"male"	"yes"	27	"CCCC"	14	3	2	"Jack Sparrow"	"cutlass"	0.692796451013357
"373"	373	"male"	"yes"	21	"CCCC"	8	6	2	"Jack Sparrow"	"cutlass"	0.936373692186192
"374"	374	"female"	"yes"	27	"CCCC"	17	4	19	"Lewis Scot"	"cutlass"	1.50157621023956
"375"	375	"female"	"yes"	31	"JSSFP"	7	9	2	"Lewis Scot"	"cutlass"	0.63821756539565
"376"	376	"male"	"yes"	17	"CCCC"	9	0	2	"Jack Sparrow"	"cutlass"	1.32844496394081
"377"	377	"male"	"yes"	27	"CCCC"	13	8	3	"Jack Sparrow"	"cutlass"	1.03372996900567
"378"	378	"female"	"yes"	28	"CCCC"	11	12	7	"Lewis Scot"	"cutlass"	0.422355972405057
"379"	379	"male"	"yes"	25	"CCCC"	6	5	5	"Jack Sparrow"	"cutlass"	0.0253226200584322
"380"	380	"male"	"yes"	25	"CCCC"	12	0	0	"Jack Sparrow"	"cutlass"	0.0788315472891554
"381"	381	"male"	"yes"	15	"CCCC"	10	2	6	"Jack Sparrow"	"cutlass"	1.82000849177212
"382"	382	"female"	"yes"	29	"CCCC"	10	41	0	"Edward Low"	"cutlass"	0.047281856647987
"383"	383	"female"	"yes"	39	"JSSFP"	8	2	1	"Lewis Scot"	"cutlass"	1.20996533771382
"384"	384	"male"	"yes"	22	"CCCC"	5	4	1	"Hook"	"cutlass"	0.501915542657587
"385"	385	"female"	"yes"	29	"CCCC"	13	43	1	"Blackbeard"	"cutlass"	0.208362769526493
"386"	386	"male"	"yes"	30	"JSSFP"	6	2	0	"Jack Sparrow"	"cutlass"	0.15502747904975
"387"	387	"female"	"yes"	29	"JSSFP"	13	14	1	"Jack Sparrow"	"cutlass"	0.277090369490907
"388"	388	"female"	"yes"	25	"CCCC"	6	1	6	"Edward Low"	"cutlass"	0.414688007440418
"389"	389	"female"	"yes"	27	"CCCC"	12	6	1	"Hook"	"scimitar"	0.707634061940145
"390"	390	"male"	"yes"	23	"CCCC"	12	8	4	"Jack Sparrow"	"cutlass"	0.136573156302155
"391"	391	"male"	"yes"	16	"CCCC"	16	3	2	"Jack Sparrow"	"sabre"	5.65444521577962
"392"	392	"other"	"yes"	23	"CCCC"	12	5	1	"Hook"	"cutlass"	0.122480321140558
"393"	393	"female"	"yes"	21	"CCCC"	7	3	0	"Lewis Scot"	"cutlass"	0.45428857193663
"394"	394	"female"	"yes"	31	"JSSFP"	10	10	7	"Hook"	"cutlass"	1.05365508579986
"395"	395	"male"	"yes"	18	"CCCC"	13	5	0	"Jack Sparrow"	"cutlass"	0.0700168349430896
"396"	396	"female"	"yes"	26	"CCCC"	9	9	0	"Jack Sparrow"	"cutlass"	0.106968178006355
"397"	397	"male"	"yes"	24	"CCCC"	7	0	1	"Anicetus"	"cutlass"	0.216462634562049
"398"	398	"female"	"no"	29	"JSSFP"	4	2	0	"Edward Low"	"scimitar"	2.238422781159
"399"	399	"male"	"yes"	36	"JSSFP"	14	5	4	"Jack Sparrow"	"sabre"	0.567432212022444
"400"	400	"female"	"yes"	28	"CCCC"	11	15	11	"Hook"	"cutlass"	0.139838586619589
"401"	401	"female"	"yes"	32	"CCCC"	5	4	8	"Jack Sparrow"	"cutlass"	0.342793761810753
"402"	402	"male"	"yes"	26	"CCCC"	8	15	4	"Lewis Scot"	"cutlass"	0.141971674456727
"403"	403	"male"	"yes"	24	"CCCC"	8	2	0	"Jack Sparrow"	"cutlass"	0.3573497076286
"404"	404	"male"	"yes"	21	"CCCC"	8	2	3	"Jack Sparrow"	"cutlass"	0.0403376162284985
"405"	405	"male"	"yes"	28	"CCCC"	12	9	1	"Jack Sparrow"	"cutlass"	1.76674774371761
"406"	406	"male"	"yes"	11	"CCCC"	7	5	4	"Lewis Scot"	"cutlass"	0.490210928811513
"407"	407	"male"	"yes"	24	"CCCC"	12	2	3	"Jack Sparrow"	"cutlass"	0.070022359704686
"408"	408	"female"	"yes"	36	"JSSFP"	13	2	1	"Jack Sparrow"	"cutlass"	0.112451598010138
"409"	409	"male"	"yes"	22	"CCCC"	13	15	1	"Lewis Scot"	"cutlass"	0.0190353699632537
"410"	410	"female"	"yes"	26	"CCCC"	10	1	2	"Edward Low"	"cutlass"	0.328813331725542
"411"	411	"female"	"yes"	45	"JSSFP"	7	8	9	"Anicetus"	"cutlass"	1.24849278823809
"412"	412	"female"	"yes"	31	"CCCC"	10	3	1	"Jack Sparrow"	"cutlass"	1.25361503329465
"413"	413	"female"	"yes"	30	"CCCC"	8	10	1	"Jack Sparrow"	"sabre"	1.91533476579934
"414"	414	"female"	"no"	31	"JSSFP"	4	2	0	"Edward Low"	"scimitar"	4.84752698252742
"415"	415	"female"	"yes"	25	"CCCC"	11	1	1	"Edward Low"	"cutlass"	0.420272738265339
"416"	416	"male"	"yes"	22	"CCCC"	5	1	0	"Jack Sparrow"	"cutlass"	0.234985311357177
"417"	417	"male"	"yes"	20	"CCCC"	13	14	1	"Jack Sparrow"	"cutlass"	0.554115953246884
"418"	418	"female"	"yes"	23	"CCCC"	9	9	4	"Edward Low"	"cutlass"	0.473407316984843
"419"	419	"female"	"yes"	28	"CCCC"	10	2	2	"Lewis Scot"	"cutlass"	0.258137138970501
"420"	420	"male"	"yes"	28	"CCCC"	9	12	0	"Jack Sparrow"	"cutlass"	0.538060611553311
"421"	421	"female"	"yes"	29	"CCCC"	10	10	0	"Hook"	"cutlass"	0.260930731191201
"422"	422	"female"	"yes"	27	"CCCC"	9	3	3	"Edward Low"	"cutlass"	0.433931091123975
"423"	423	"female"	"yes"	32	"CCCC"	10	3	12	"Jack Sparrow"	"cutlass"	2.47780323364683
"424"	424	"male"	"yes"	10	"CCCC"	18	5	0	"Lewis Scot"	"cutlass"	0.955563532484456
"425"	425	"male"	"yes"	22	"CCCC"	11	4	0	"Jack Sparrow"	"scimitar"	7.62364691081357
"426"	426	"male"	"yes"	34	"JSSFP"	6	1	8	"Anicetus"	"cutlass"	0.0954942320822738
"427"	427	"female"	"yes"	38	"JSSFP"	8	14	8	"Edward Low"	"cutlass"	0.163073194732809
"428"	428	"male"	"yes"	35	"JSSFP"	13	5	12	"Anicetus"	"cutlass"	1.55342218361758
"429"	429	"male"	"yes"	28	"CCCC"	13	9	3	"Blackbeard"	"cutlass"	0.869116714404539
"430"	430	"female"	"yes"	30	"JSSFP"	10	18	10	"Anicetus"	"cutlass"	0.616841225975014
"431"	431	"female"	"yes"	21	"CCCC"	11	8	5	"Jack Sparrow"	"cutlass"	0.25695448712213
"432"	432	"male"	"yes"	29	"CCCC"	13	0	0	"Jack Sparrow"	"cutlass"	2.32673747801133
"433"	433	"male"	"yes"	18	"CCCC"	11	5	1	"Jack Sparrow"	"cutlass"	0.681726761368856
"434"	434	"female"	"yes"	33	"JSSFP"	8	2	5	"Blackbeard"	"cutlass"	0.176442310743894
"435"	435	"male"	"yes"	24	"CCCC"	13	4	2	"Jack Sparrow"	"cutlass"	1.0240248729881
"436"	436	"female"	"yes"	38	"JSSFP"	8	2	4	"Jack Sparrow"	"scimitar"	6.03916123954064
"437"	437	"male"	"yes"	25	"CCCC"	7	15	2	"Hook"	"cutlass"	0.160503686929587
"438"	438	"female"	"yes"	25	"CCCC"	12	6	9	"Anicetus"	"sabre"	7.62306986987026
"439"	439	"female"	"yes"	39	"JSSFP"	9	11	3	"Lewis Scot"	"banana"	5.06826573619982
"440"	440	"female"	"yes"	26	"CCCC"	8	10	1	"Jack Sparrow"	"cutlass"	0.505489822218016
"441"	441	"female"	"yes"	26	"CCCC"	9	10	13	"Anicetus"	"cutlass"	0.397412220481783
"442"	442	"female"	"yes"	26	"CCCC"	7	4	1	"Anicetus"	"cutlass"	0.624179062407285
"443"	443	"male"	"yes"	30	"JSSFP"	11	0	0	"Jack Sparrow"	"cutlass"	0.397977536194958
"444"	444	"female"	"yes"	19	"CCCC"	8	1	0	"Lewis Scot"	"sabre"	1.01028614056607
"445"	445	"male"	"yes"	25	"CCCC"	13	13	3	"Jack Sparrow"	"cutlass"	1.31379719932137
"446"	446	"female"	"yes"	29	"CCCC"	4	1	0	"Blackbeard"	"cutlass"	0.586042551879853
"447"	447	"female"	"yes"	21	"CCCC"	12	4	1	"Hook"	"cutlass"	1.39330114759792
"448"	448	"male"	"yes"	36	"JSSFP"	13	1	10	"Blackbeard"	"cutlass"	0.0636602853832645
"449"	449	"male"	"yes"	32	"JSSFP"	8	5	5	"Hook"	"cutlass"	1.31448471060498
"450"	450	"male"	"yes"	22	"CCCC"	16	1	2	"Blackbeard"	"cutlass"	1.98516013090241
"451"	451	"female"	"yes"	35	"JSSFP"	12	1	1	"Anicetus"	"cutlass"	1.47768849528115
"452"	452	"male"	"yes"	22	"CCCC"	7	9	7	"Jack Sparrow"	"cutlass"	0.482592564151078
"453"	453	"male"	"yes"	30	"JSSFP"	14	19	7	"Jack Sparrow"	"cutlass"	0.0517558396677487
"454"	454	"male"	"yes"	23	"CCCC"	6	1	0	"Jack Sparrow"	"banana"	6.87025685131282
"455"	455	"male"	"yes"	21	"CCCC"	10	10	2	"Jack Sparrow"	"cutlass"	0.0355245106038637
"456"	456	"female"	"no"	26	"CCCC"	7	13	7	"Hook"	"sabre"	0.287993599527649
"457"	457	"male"	"no"	17	"CCCC"	9	1	1	"Edward Low"	"sabre"	0.838592897302338
"458"	458	"male"	"yes"	24	"CCCC"	3	2	3	"Jack Sparrow"	"cutlass"	0.527589130771168
"459"	459	"male"	"yes"	31	"JSSFP"	10	11	3	"Blackbeard"	"cutlass"	1.0917929170409
"460"	460	"female"	"yes"	36	"JSSFP"	13	25	5	"Lewis Scot"	"cutlass"	0.0111074189771898
"461"	461	"male"	"yes"	34	"JSSFP"	10	11	7	"Jack Sparrow"	"cutlass"	0.085852473275736
"462"	462	"male"	"yes"	33	"JSSFP"	11	4	5	"Jack Sparrow"	"cutlass"	0.913339507249739
"463"	463	"female"	"yes"	27	"CCCC"	12	7	4	"Jack Sparrow"	"cutlass"	0.458526707926586
"464"	464	"female"	"yes"	32	"JSSFP"	11	3	2	"Edward Low"	"cutlass"	0.00974771159235388
"465"	465	"female"	"yes"	37	"JSSFP"	12	5	0	"Blackbeard"	"cutlass"	0.764028421809718
"466"	466	"female"	"no"	23	"CCCC"	4	1	4	"Edward Low"	"scimitar"	1.14419296228637
"467"	467	"female"	"yes"	35	"JSSFP"	5	3	2	"Blackbeard"	"cutlass"	2.17048810440548
"468"	468	"male"	"no"	30	"CCCC"	7	20	5	"Jack Sparrow"	"sabre"	1.38206687882928
"469"	469	"male"	"yes"	20	"CCCC"	7	19	4	"Jack Sparrow"	"sabre"	2.53939495065419
"470"	470	"female"	"yes"	27	"CCCC"	9	0	6	"Anicetus"	"cutlass"	0.198185152366059
"471"	471	"male"	"yes"	24	"CCCC"	8	5	1	"Jack Sparrow"	"cutlass"	0.391930553305428
"472"	472	"male"	"yes"	32	"JSSFP"	7	1	2	"Jack Sparrow"	"cutlass"	0.431139291613363
"473"	473	"male"	"yes"	19	"CCCC"	6	11	2	"Jack Sparrow"	"cutlass"	1.23930956231767
"474"	474	"male"	"yes"	18	"CCCC"	9	8	3	"Jack Sparrow"	"cutlass"	0.70051219115366
"475"	475	"female"	"yes"	30	"CCCC"	9	17	3	"Anicetus"	"cutlass"	0.212334732350428
"476"	476	"female"	"yes"	32	"JSSFP"	10	4	0	"Hook"	"cutlass"	2.46685323641546
"477"	477	"male"	"yes"	30	"JSSFP"	11	17	1	"Edward Low"	"cutlass"	0.329726401541848
"478"	478	"female"	"yes"	19	"CCCC"	10	2	2	"Anicetus"	"cutlass"	0.363050554296933
"479"	479	"male"	"yes"	33	"JSSFP"	9	6	0	"Jack Sparrow"	"cutlass"	0.131069938652217
"480"	480	"female"	"yes"	34	"JSSFP"	8	9	0	"Blackbeard"	"cutlass"	0.331735309155192
"481"	481	"male"	"yes"	31	"JSSFP"	8	2	9	"Jack Sparrow"	"cutlass"	0.0253685916118568
"482"	482	"female"	"yes"	40	"JSSFP"	9	14	1	"Blackbeard"	"cutlass"	1.003819929849
"483"	483	"male"	"yes"	19	"CCCC"	8	5	1	"Jack Sparrow"	"cutlass"	0.248107883962803
"484"	484	"female"	"yes"	35	"JSSFP"	11	20	1	"Edward Low"	"cutlass"	1.9095854506709
"485"	485	"female"	"yes"	34	"JSSFP"	7	12	2	"Anicetus"	"cutlass"	0.514993921361685
"486"	486	"male"	"yes"	33	"JSSFP"	12	2	0	"Edward Low"	"cutlass"	0.1627893366971
"487"	487	"male"	"yes"	20	"CCCC"	12	0	1	"Edward Low"	"cutlass"	0.366393941512797
"488"	488	"female"	"yes"	33	"JSSFP"	8	12	4	"Edward Low"	"cutlass"	1.4015494979468
"489"	489	"female"	"yes"	28	"CCCC"	9	1	1	"Anicetus"	"cutlass"	0.246660813530633
"490"	490	"female"	"yes"	37	"JSSFP"	8	49	1	"Hook"	"cutlass"	0.00844529894833011
"491"	491	"female"	"yes"	25	"CCCC"	12	8	6	"Edward Low"	"cutlass"	0.20206328751762
"492"	492	"male"	"yes"	27	"CCCC"	9	7	4	"Jack Sparrow"	"cutlass"	1.05440071313047
"493"	493	"female"	"yes"	25	"CCCC"	9	10	4	"Anicetus"	"cutlass"	1.91874483124095
"494"	494	"female"	"yes"	21	"CCCC"	15	1	1	"Jack Sparrow"	"cutlass"	1.31990408073815
"495"	495	"female"	"yes"	31	"CCCC"	5	18	3	"Lewis Scot"	"cutlass"	1.48301055768252
"496"	496	"male"	"yes"	26	"CCCC"	14	20	11	"Lewis Scot"	"cutlass"	0.680003272110418
"497"	497	"female"	"yes"	35	"JSSFP"	12	8	6	"Jack Sparrow"	"cutlass"	0.0526974425883964
"498"	498	"male"	"yes"	31	"JSSFP"	13	13	5	"Jack Sparrow"	"cutlass"	0.653163446669288
"499"	499	"female"	"yes"	37	"JSSFP"	11	8	5	"Jack Sparrow"	"cutlass"	0.299946000159252
"500"	500	"male"	"yes"	22	"CCCC"	7	1	0	"Edward Low"	"cutlass"	1.27017371933313
"501"	501	"male"	"yes"	30	"CCCC"	12	1	6	"Jack Sparrow"	"cutlass"	0.25997757416917
"502"	502	"male"	"yes"	16	"CCCC"	7	4	2	"Jack Sparrow"	"cutlass"	0.114117794437334
"503"	503	"male"	"yes"	30	"CCCC"	8	35	0	"Jack Sparrow"	"cutlass"	0.987424801516921
"504"	504	"female"	"yes"	20	"CCCC"	3	0	4	"Edward Low"	"cutlass"	0.862160389052525
"505"	505	"female"	"yes"	35	"JSSFP"	7	9	0	"Jack Sparrow"	"sabre"	1.97493796081593
"506"	506	"male"	"yes"	21	"CCCC"	11	15	0	"Jack Sparrow"	"cutlass"	0.147058697184548
