"size"	"cannons"	"style"	"warnshot"	"date"	"heardof"	"decorations"	"daysfromshore"	"speed"	"treasure"
"358"	49	14	"classic"	0	51	0	10	24	18.9939251474353	1509.93925147435
"359"	52	72	"modern"	0	44	0	4	22	25.2603473702677	2637.60347370268
"360"	39	20	"modern"	0	113	1	3	13	23.5399669009109	1395.39966900911
"361"	44	72	"modern"	0	201	0	9	26	17.1569543049453	2506.56954304945
"362"	63	0	"modern"	0	363	0	5	10	19.9869450575289	1514.86945057529
"363"	53	8	"modern"	1	207	0	3	9	15.7970952495276	1482.97095249528
"364"	55	36	"modern"	0	96	1	3	22	18.0120654338434	1890.12065433843
"365"	51	28	"classic"	0	163	1	5	7	23.2876479212731	1907.87647921273
"366"	50	60	"modern"	0	206	0	5	25	17.3693872289793	2278.69387228979
"367"	39	38	"modern"	0	331	1	4	24	17.7117119973664	1617.11711997366
"368"	50	36	"modern"	1	29	0	1	5	21.1017636078991	3486.01763607899
"369"	48	38	"modern"	0	99	1	3	3	15.1160840549606	1951.16084054961
"370"	56	24	"classic"	0	23	0	1	1	20.3336304611824	1793.33630461182
"371"	48	42	"modern"	0	246	0	1	26	19.742780048064	1742.42780048064
"372"	56	70	"modern"	0	309	1	1	2	17.5751493233054	2695.75149323305
"373"	53	16	"modern"	0	216	0	2	25	21.042721517857	1405.42721517857
"374"	53	16	"modern"	0	205	1	4	13	24.520126090419	1635.20126090419
"375"	47	28	"modern"	0	268	0	2	17	21.4496402031605	1609.49640203161
"376"	42	42	"modern"	1	18	0	4	27	22.7039098855495	1862.03909885549
"377"	52	14	"modern"	0	22	1	6	20	19.6844731811116	1516.84473181112
"378"	52	10	"modern"	0	149	0	5	4	17.0082593250134	1525.08259325013
"379"	44	10	"modern"	0	93	0	6	21	18.0136966200246	1235.13696620025
"380"	50	38	"modern"	0	241	0	1	29	23.9410257433579	3214.41025743358
"381"	49	6	"classic"	0	324	1	3	7	20.901416349298	1344.01416349298
"382"	50	70	"classic"	0	129	1	3	23	21.2319754386785	2487.31975438679
"383"	47	40	"classic"	0	52	1	2	27	13.1046039844535	1676.04603984453
"384"	49	54	"modern"	0	331	0	2	5	18.4129349497515	2259.12934949751
"385"	45	56	"modern"	0	231	0	6	4	17.9062667375462	2344.06266737546
"386"	54	34	"modern"	0	205	1	6	13	19.7139789094209	2027.13978909421
"387"	48	38	"modern"	0	284	1	2	18	19.7212083307312	1817.21208330731
"388"	47	28	"modern"	1	16	0	5	17	21.4562944447562	1799.56294444756
"389"	53	8	"classic"	0	48	0	1	22	17.4339910244379	1174.33991024438
"390"	50	28	"modern"	0	39	1	3	8	18.6301277532828	1776.30127753283
"391"	48	44	"classic"	1	122	1	6	27	22.1399032932547	2086.39903293255
"392"	55	48	"modern"	0	113	0	4	22	21.6882767785877	2181.88276778588
"393"	54	24	"modern"	0	312	0	2	18	20.4347531488508	1649.34753148851
"394"	45	38	"modern"	0	56	1	2	29	23.7775467834473	1687.77546783447
"395"	48	0	"modern"	0	262	0	2	16	17.6109128963718	1041.10912896372
"396"	54	48	"modern"	1	139	1	9	18	21.1349102066303	2461.3491020663
"397"	43	18	"modern"	0	55	1	6	27	19.2766487539404	1342.7664875394
"398"	46	26	"classic"	0	271	0	5	17	21.2642744140679	1632.64274414068
"399"	45	56	"modern"	0	345	0	2	10	16.7566474787488	2152.56647478749
"400"	45	42	"modern"	1	42	1	1	11	19.2109696466651	1942.10969646665
"401"	45	6	"modern"	1	86	1	5	10	13.8295200308607	1328.29520030861
"402"	49	44	"modern"	0	317	0	3	18	22.7732814146936	2002.73281414694
"403"	56	12	"classic"	0	162	1	1	17	19.2850990166324	2897.85099016632
"404"	46	54	"modern"	0	188	0	3	7	15.2562943397896	2177.5629433979
"405"	46	30	"modern"	1	3	0	8	11	17.8009835293857	1933.00983529386
"406"	54	16	"modern"	0	337	0	6	16	22.3551284791875	1648.55128479188
"407"	42	0	"modern"	0	85	0	2	17	13.3538225534236	868.538225534236
"408"	46	4	"modern"	0	121	0	2	5	23.7876456614578	1252.87645661458
"409"	53	72	"modern"	0	334	0	9	4	16.9902151298166	2904.90215129817
"410"	52	38	"modern"	0	132	0	6	2	21.0692341448945	2175.69234144895
"411"	54	30	"modern"	0	239	0	2	17	19.9091582503667	1774.09158250367
"412"	51	72	"modern"	0	268	1	1	28	24.3489403868934	2443.48940386893
"413"	56	42	"modern"	0	16	0	3	28	18.236971012701	1957.36971012701
"414"	49	48	"modern"	1	176	1	5	1	22.3674965392342	2423.67496539234
"415"	50	38	"modern"	0	131	0	6	6	17.5763589839884	2060.76358983988
"416"	49	0	"modern"	0	244	0	4	24	14.4110526374685	1009.11052637469
"417"	51	14	"modern"	0	152	0	9	2	21.9598350997622	1774.59835099762
"418"	42	20	"modern"	1	177	0	7	14	26.1028543718933	1676.02854371893
"419"	49	6	"modern"	1	184	0	1	17	20.8433630512164	2743.43363051216
"420"	46	48	"modern"	0	209	0	5	21	22.7949858503469	2052.94985850347
"421"	51	34	"modern"	0	195	0	6	21	17.4442312333014	1849.44231233301
"422"	53	32	"modern"	0	22	0	2	3	18.7559784898499	1922.5597848985
"423"	48	42	"modern"	0	93	1	2	24	17.9133587381024	1819.13358738102
"424"	52	42	"modern"	0	224	1	2	30	16.8740192412958	1828.74019241296
"425"	51	8	"modern"	0	307	1	8	1	22.5895761458633	1655.89576145863
"426"	54	38	"modern"	0	289	1	1	28	21.9069708906868	1799.06970890687
"427"	48	24	"modern"	0	49	0	4	17	20.4606613948971	1599.60661394897
"428"	43	38	"modern"	0	211	0	10	17	24.4687002688635	1999.68700268863
"429"	53	28	"modern"	1	285	0	6	30	20.6970447285389	1811.97044728539
"430"	49	50	"modern"	0	188	0	2	21	18.7311686746265	2022.31168674626
"431"	53	60	"classic"	0	224	1	8	26	19.9732708141314	2454.73270814131
"432"	50	2	"modern"	1	60	1	3	3	18.7979053357771	1407.97905335777
"433"	54	2	"modern"	1	93	0	3	27	18.3180649973353	1228.18064997335
"434"	47	80	"modern"	0	274	0	6	30	17.2716010241746	2597.71601024175
"435"	51	42	"classic"	0	22	0	8	15	18.544849740832	2135.44849740832
"436"	52	14	"modern"	0	118	0	2	12	24.3272535407051	1508.27253540705
"437"	47	20	"modern"	1	150	0	3	27	20.3964596106371	1468.96459610637
"438"	53	48	"modern"	1	66	0	3	29	17.4824318623747	2099.82431862375
"439"	54	40	"classic"	1	295	0	4	27	22.6690537035251	2056.69053703525
"440"	40	0	"classic"	0	269	0	2	19	21.6955319300034	886.955319300034
"441"	47	2	"modern"	0	351	0	4	14	20.4275215033902	1169.2752150339
"442"	50	16	"modern"	1	218	0	4	30	25.2216725526833	1497.21672552683
"443"	57	44	"modern"	0	133	1	3	20	16.696138226116	2096.96138226116
"444"	45	86	"modern"	0	352	0	8	1	23.1199969229097	3086.1999692291
"445"	54	28	"modern"	1	60	0	6	18	19.1236208910525	1936.23620891052
"446"	55	48	"modern"	0	225	0	4	13	16.9740610143961	2224.74061014396
"447"	46	36	"modern"	0	271	0	8	2	20.5361624069198	2070.3616240692
"448"	49	20	"modern"	0	5	0	6	20	22.7124590676638	1592.12459067664
"449"	49	74	"classic"	0	9	0	5	27	18.7214287933197	2527.2142879332
"450"	52	14	"modern"	1	66	1	3	12	21.2975768467852	1622.97576846785
"451"	42	22	"modern"	0	356	1	6	13	22.3392933410111	1573.39293341011
"452"	37	20	"modern"	0	174	0	1	12	23.1592683302325	1256.59268330232
"453"	54	18	"modern"	0	164	1	4	6	18.0807809933222	1700.80780993322
"454"	50	12	"modern"	1	194	0	3	1	19.4621372744956	1619.62137274496
"455"	49	0	"modern"	0	192	0	3	9	15.5043706840367	1140.04370684037
"456"	51	46	"classic"	1	203	0	5	8	21.534570643704	2325.34570643704
"457"	51	34	"modern"	1	128	1	2	27	17.1816096779363	1781.81609677936
"458"	54	4	"modern"	0	314	0	8	9	22.8043464348333	1543.04346434833
"459"	41	68	"modern"	0	248	1	6	6	16.5988995990845	2485.98899599085
"460"	43	6	"modern"	0	244	0	3	9	21.9911691356929	1204.91169135693
"461"	57	0	"modern"	1	292	1	1	10	21.2058294470412	1372.05829447041
"462"	43	26	"modern"	0	262	0	7	3	18.9881451674727	1754.88145167473
"463"	43	30	"modern"	0	3	0	1	16	15.4790086948537	1459.79008694854
"464"	50	34	"modern"	0	327	1	4	7	26.3270764485446	2013.27076448545
"465"	50	56	"classic"	1	117	1	10	23	22.9375816545912	2534.37581654591
"466"	44	38	"modern"	0	196	0	6	23	25.6984576630784	1851.98457663078
"467"	48	42	"classic"	0	351	0	2	17	21.2427983212307	1902.42798321231
"468"	52	84	"modern"	0	33	0	4	28	23.8111114285597	2803.1111142856
"469"	48	46	"modern"	1	190	0	1	10	22.4099357530703	2109.0993575307
"470"	50	12	"modern"	0	301	0	7	2	18.6625945047722	1621.62594504772
"471"	55	50	"modern"	0	285	0	2	29	19.4263098849947	2069.26309884995
"472"	47	26	"modern"	0	52	0	8	14	16.5482580971944	1730.48258097194
"473"	52	40	"modern"	1	298	1	6	22	20.0575240959382	2120.57524095938
"474"	43	6	"modern"	0	245	0	9	22	22.3371210792089	1258.37121079209
"475"	48	0	"modern"	0	132	0	1	7	16.9586531083742	1064.58653108374
"476"	58	6	"modern"	1	280	0	6	20	19.6528906962044	1561.52890696204
"477"	52	58	"modern"	0	219	1	1	26	20.1199969265214	2161.19996926521
"478"	54	48	"modern"	0	232	1	8	5	18.4599598951152	2434.59959895115
"479"	55	54	"modern"	0	69	0	5	22	19.0141464487384	2305.14146448738
"480"	50	18	"modern"	0	70	1	4	4	21.6408748008922	1676.40874800892
"481"	50	52	"modern"	0	163	0	7	28	22.3638906944743	2198.63890694474
"482"	54	46	"modern"	0	217	0	2	27	22.0317098678523	2015.31709867852
"483"	51	4	"modern"	0	355	0	5	15	18.4367562751663	1289.36756275166
"484"	46	34	"modern"	0	97	0	4	10	19.4004781348194	1819.00478134819
"485"	48	60	"modern"	1	268	0	2	8	16.9222344831731	2414.22234483173
"486"	52	42	"modern"	0	263	0	5	8	21.5005278875856	2170.00527887586
"487"	49	22	"modern"	0	185	0	1	1	17.0332736204798	1585.3327362048
"488"	47	42	"modern"	0	151	0	7	27	23.1894728869985	1956.89472886999
"489"	50	12	"modern"	1	54	0	6	23	22.9267927202304	1524.2679272023
"490"	49	24	"modern"	1	354	0	6	8	19.570641008569	1860.70641008569
"491"	55	38	"modern"	1	347	0	1	29	19.6273165666051	1871.27316566605
"492"	49	24	"modern"	0	107	0	10	22	16.6279640706574	1711.27964070657
"493"	55	42	"modern"	0	339	0	6	8	23.3289006613176	2278.28900661318
"494"	46	26	"modern"	0	124	0	7	21	22.9672901577214	1674.67290157721
"495"	48	46	"classic"	1	73	0	3	28	23.7636572514153	2027.63657251415
"496"	43	8	"modern"	0	65	1	7	9	20.4019188549789	1364.01918854979
"497"	50	54	"modern"	1	90	1	2	12	15.044082190277	2290.44082190277
"498"	48	4	"modern"	0	134	0	1	5	22.2926952332255	1217.92695233226
"499"	40	36	"modern"	0	234	1	1	11	22.010860569919	1650.10860569919
"500"	47	20	"modern"	0	57	1	2	27	16.6392674483553	1316.39267448355
"501"	44	10	"classic"	0	246	0	4	3	19.6452862154838	1366.45286215484
"502"	51	42	"modern"	0	76	1	6	28	21.3822431510971	1993.82243151097
"503"	49	46	"modern"	0	117	1	7	10	22.5634472223859	2255.63447222386
"504"	42	40	"modern"	0	350	0	2	10	18.732967734832	1792.32967734832
"505"	51	4	"modern"	1	38	0	6	5	20.2408008705791	1537.40800870579
"506"	49	32	"modern"	0	339	0	4	30	21.1955310603717	1656.95531060372
"507"	60	66	"modern"	0	116	1	4	28	18.6689129592981	2566.68912959298
"508"	52	32	"modern"	0	182	0	3	19	15.3361023992965	1738.36102399297
"509"	48	42	"modern"	0	87	1	1	26	17.9421278089248	3239.42127808925
"510"	52	36	"modern"	0	81	0	2	19	21.9233513052253	1854.23351305225
"511"	50	28	"classic"	0	63	0	1	30	21.5972676336101	2975.9726763361
"512"	52	42	"modern"	0	346	0	7	13	21.9133901087842	2184.13390108784
"513"	59	8	"modern"	0	197	1	2	17	23.3958554752592	1483.95855475259
"514"	48	34	"classic"	0	209	0	3	6	19.8456293689437	1868.45629368944
"515"	52	32	"modern"	0	64	0	1	1	17.7709803873793	3352.70980387379
"516"	55	56	"classic"	0	167	0	2	10	19.1810872816009	2371.81087281601
"517"	46	56	"modern"	0	257	0	3	8	27.1369549881505	2326.36954988151
"518"	44	20	"modern"	1	343	0	1	17	20.6610094071636	1421.61009407164
"519"	49	60	"modern"	1	286	0	5	19	19.6311130907079	2441.31113090708
"520"	50	48	"classic"	0	316	1	2	18	17.3184474804273	2028.18447480427
"521"	51	40	"classic"	0	123	0	5	15	22.5470789086659	2045.47078908666
"522"	52	42	"modern"	0	251	0	4	5	19.3884709630879	2148.88470963088
"523"	46	38	"modern"	0	90	0	4	18	24.3292006052643	1868.29200605264
"524"	57	18	"modern"	0	60	1	4	26	16.0335515671728	1540.33551567173
"525"	56	0	"modern"	0	280	1	6	5	17.1277716863518	1441.27771686352
"526"	46	80	"modern"	0	137	1	4	8	23.4235567272251	2814.23556727225
"527"	51	42	"modern"	1	341	0	4	8	22.5810997030187	2230.81099703019
"528"	52	30	"modern"	1	106	0	3	10	13.8082963932775	1873.08296393277
"529"	46	80	"modern"	0	153	0	3	9	16.1963944143279	2686.96394414328
"530"	53	20	"modern"	0	171	1	6	8	19.8096788510151	1778.09678851015
"531"	50	40	"modern"	0	336	0	8	27	19.2473276906141	1967.47327690614
"532"	59	46	"modern"	0	319	0	3	17	18.3141727222078	2208.14172722208
"533"	45	10	"classic"	0	283	0	1	15	21.4525646488956	2664.52564648896
"534"	46	40	"modern"	0	178	0	4	9	22.7379453227842	1982.37945322784
"535"	56	44	"modern"	0	115	1	3	7	23.9928816133604	2279.9288161336
"536"	49	32	"classic"	0	266	0	3	12	17.9130194799627	1769.13019479963
"537"	53	24	"classic"	0	171	0	4	22	18.7318448250159	1627.31844825016
"538"	45	30	"modern"	0	171	0	3	1	22.1156069376957	1806.15606937696
"539"	54	56	"modern"	0	275	0	5	25	22.6934488353733	2331.93448835373
"540"	52	18	"modern"	0	233	0	1	16	22.9163347533183	1474.16334753318
"541"	53	6	"modern"	0	24	1	2	1	18.5386922725696	1435.3869227257
"542"	47	14	"modern"	1	342	0	3	26	19.8368771201283	1353.36877120128
"543"	52	18	"modern"	0	42	0	2	4	21.0629650945284	1635.62965094528
"544"	51	0	"modern"	0	335	1	10	8	19.1521409854905	1451.52140985491
"545"	51	56	"modern"	0	210	0	2	17	21.3583811774404	2248.5838117744
"546"	51	22	"classic"	0	152	0	6	1	22.4470724650433	1854.47072465043
"547"	53	50	"modern"	0	257	0	4	18	21.7850833341248	2222.85083334125
"548"	48	56	"modern"	0	365	0	4	7	17.397059362197	2308.97059362197
"549"	57	46	"modern"	0	348	0	7	7	22.3437278514235	2428.43727851424
"550"	47	6	"modern"	0	326	0	3	10	21.0679262260573	1265.67926226057
"551"	46	44	"modern"	0	296	0	6	30	21.2081465160518	1897.08146516052
"552"	52	32	"modern"	1	239	0	6	27	18.9597620649879	1884.59762064988
"553"	50	48	"modern"	1	154	0	1	24	19.9167204531411	3524.16720453141
"554"	46	70	"modern"	0	300	1	1	28	21.439176551401	3774.39176551401
"555"	51	32	"modern"	0	248	0	3	5	20.2288143756864	1907.28814375686
"556"	49	50	"modern"	0	350	0	4	15	18.5086161301764	2140.08616130176
"557"	46	28	"modern"	0	102	0	8	22	20.7168659395505	1712.16865939551
"558"	51	40	"modern"	0	192	0	5	28	20.5506965396832	1900.50696539683
"559"	56	58	"modern"	0	156	1	4	13	18.911348074095	2479.11348074095
"560"	55	46	"classic"	0	140	1	1	30	20.680529642368	3441.80529642368
"561"	62	22	"modern"	0	242	0	8	20	20.8704360533369	1933.70436053337
"562"	53	60	"modern"	0	60	0	6	13	22.9636167764779	2544.63616776478
"563"	47	18	"modern"	1	132	0	5	27	16.7175552962812	1452.17555296281
"564"	49	26	"modern"	0	191	0	5	13	21.3882155947249	1738.88215594725
"565"	53	24	"modern"	1	311	0	6	11	19.1280252655769	1906.28025265577
"566"	46	20	"modern"	0	204	1	3	29	19.1717838988132	1331.71783898813
"567"	46	54	"modern"	0	345	0	3	6	18.332885622206	2218.32885622206
"568"	46	18	"modern"	0	343	0	9	11	23.3561662366666	1678.56166236667
"569"	51	58	"modern"	1	22	0	5	16	17.6991047511054	2451.99104751105
"570"	51	22	"modern"	0	284	0	5	9	17.0027359901592	1695.02735990159
"571"	47	14	"modern"	1	198	0	2	29	21.4706906052294	1309.70690605229
"572"	49	8	"modern"	0	220	0	4	14	25.0564824144269	1375.56482414427
"573"	57	18	"modern"	1	205	0	2	10	24.4975427743528	1809.97542774353
"574"	48	30	"modern"	0	51	0	4	12	20.2022749634127	1767.02274963413
"575"	48	28	"modern"	0	136	0	6	19	18.8417272953624	1703.41727295362
"576"	55	14	"modern"	0	90	1	5	16	17.3532658215377	1563.53265821538
"577"	50	26	"modern"	0	272	1	4	7	22.8492425478713	1818.49242547871
"578"	52	14	"modern"	0	339	0	4	28	19.3474585694997	1358.474585695
"579"	56	12	"modern"	1	155	0	2	24	18.2744363901641	1467.74436390164
"580"	54	0	"modern"	0	116	0	1	23	21.8261821552351	1073.26182155235
"581"	52	18	"modern"	0	339	1	3	20	17.4074421050905	1484.07442105091
"582"	49	58	"modern"	0	188	1	2	14	20.1117301379144	2281.11730137914
"583"	47	26	"modern"	1	49	1	6	29	19.3916558527228	1663.91655852723
"584"	53	4	"modern"	1	172	0	2	18	20.297607346293	1327.97607346293
"585"	47	32	"modern"	0	83	0	1	2	22.6600810760431	3291.60081076043
"586"	52	50	"modern"	0	2	0	4	13	21.1772170089147	2246.77217008915
"587"	48	28	"modern"	0	16	0	2	30	10.0621798611238	1385.62179861124
"588"	50	28	"modern"	0	168	1	7	8	21.2294936202468	1922.29493620247
"589"	53	28	"modern"	0	20	0	6	30	19.7308345167774	1702.30834516777
"590"	51	14	"modern"	0	272	0	3	3	19.9998105127437	1564.99810512744
"591"	48	4	"modern"	0	105	0	1	2	17.1911681922213	1196.91168192221
"592"	49	62	"classic"	0	45	1	1	18	24.2293694463458	2297.29369446346
"593"	57	30	"modern"	0	148	0	5	18	21.6436315781031	1931.43631578103
"594"	38	32	"modern"	0	39	0	3	26	16.5019729005713	1400.01972900571
"595"	52	40	"modern"	0	134	0	9	29	16.6311489322295	1991.31148932229
"596"	41	34	"modern"	0	214	0	4	27	18.0361812434001	1535.361812434
"597"	49	58	"modern"	0	294	0	1	12	18.8214727938598	3713.2147279386
"598"	46	42	"modern"	0	20	0	4	13	19.6022612290046	1951.02261229005
"599"	49	4	"modern"	1	101	1	3	2	21.0330557525761	1460.33055752576
"600"	60	20	"modern"	0	222	0	3	10	17.9224774769691	1774.22477476969
"601"	58	40	"modern"	0	125	1	3	4	21.8542685210328	2248.54268521033
"602"	50	30	"modern"	0	310	1	6	19	18.0329514058654	1790.32951405865
"603"	45	28	"modern"	0	67	0	2	3	15.0444355569813	1645.44435556981
"604"	53	6	"modern"	0	27	0	3	22	26.0460047140444	1315.46004714044
"605"	53	16	"modern"	0	186	0	10	17	17.5271051603953	1690.27105160395
"606"	44	14	"modern"	0	357	0	9	4	17.844899431258	1573.44899431258
"607"	52	16	"modern"	0	57	0	7	20	21.7859512501835	1592.85951250183
"608"	47	64	"modern"	1	239	0	2	5	20.9796227472275	2544.79622747227
"609"	47	66	"modern"	0	243	0	3	29	19.4410252365898	2259.4102523659
"610"	45	34	"modern"	0	3	1	4	18	19.0113310021246	1730.11331002125
"611"	50	10	"modern"	0	83	0	4	8	24.2910410325891	1487.91041032589
"612"	45	58	"modern"	0	365	1	5	10	18.1529092039224	2311.52909203922
"613"	42	14	"modern"	0	357	0	6	24	22.8870514801284	1293.87051480128
"614"	41	26	"modern"	0	119	1	6	4	18.9559552335778	1689.55955233578
"615"	50	40	"modern"	0	290	0	5	8	16.6526312328725	2041.52631232872
"616"	53	66	"classic"	0	225	1	1	12	18.2787809152867	2457.78780915287
"617"	47	20	"modern"	0	47	0	8	5	21.1560281611848	1746.56028161185
"618"	48	62	"modern"	0	283	1	2	10	18.2816502559733	2362.81650255973
"619"	53	38	"modern"	0	288	0	4	8	19.7599133665899	2062.5991336659
"620"	51	10	"modern"	0	194	0	2	25	17.2184193592222	1207.18419359222
"621"	57	26	"modern"	0	154	1	1	26	20.4452025411809	3124.45202541181
"622"	49	28	"modern"	0	95	0	7	8	22.1367697650441	1896.36769765044
"623"	49	8	"modern"	1	50	0	4	13	22.6009294542861	1461.00929454286
"624"	59	62	"classic"	0	148	0	6	25	18.9127698582359	2539.12769858236
"625"	49	54	"classic"	0	151	1	8	10	19.1632137491019	2406.63213749102
"626"	45	56	"modern"	0	332	0	2	10	21.2465293503853	2197.46529350385
"627"	53	36	"classic"	1	152	0	6	2	17.9578897900939	2219.57889790094
"628"	50	2	"modern"	0	203	0	4	29	23.9196782730512	1114.19678273051
"629"	52	32	"modern"	0	3	0	9	23	20.6468023299141	1931.46802329914
"630"	52	44	"modern"	0	3	0	9	1	19.5589818010464	2380.58981801046
"631"	56	28	"modern"	0	149	1	2	22	28.9996406165796	1829.9964061658
"632"	55	46	"modern"	0	272	0	6	22	21.0069559478746	2195.06955947875
"633"	50	54	"modern"	1	71	0	3	23	22.2606885152687	2267.60688515269
"634"	52	52	"modern"	0	187	0	1	17	17.6809329150674	2091.80932915067
"635"	53	12	"modern"	0	81	1	2	8	19.2415764083732	1492.41576408373
"636"	52	54	"modern"	0	129	0	3	5	22.0724895488362	2385.72489548836
"637"	50	46	"modern"	0	58	0	6	7	19.971533469724	2234.71533469724
"638"	55	36	"modern"	0	220	0	3	6	17.90239396327	2034.0239396327
"639"	53	52	"modern"	1	328	1	8	3	13.3716783470826	2563.71678347083
"640"	48	28	"modern"	0	38	0	1	21	21.318886484036	3028.18886484036
"641"	47	4	"modern"	0	27	0	2	9	25.861557095229	1253.61557095229
"642"	47	34	"modern"	1	189	0	1	20	21.6345201476035	3241.34520147603
"643"	45	46	"modern"	0	53	0	2	4	13.5177995031382	1980.17799503138
"644"	53	16	"modern"	0	141	1	6	12	24.6295639834913	1706.29563983491
"645"	49	18	"modern"	0	93	0	1	7	18.5932620204883	1460.93262020488
"646"	50	6	"modern"	0	87	0	2	10	23.8470165846358	1323.47016584636
"647"	46	32	"classic"	0	364	0	4	22	21.8488740727019	1678.48874072702
"648"	50	40	"modern"	0	269	1	6	16	16.450076670601	2004.50076670601
"649"	40	10	"classic"	0	144	1	5	11	17.8487372486128	1233.48737248613
"650"	41	2	"modern"	0	288	1	10	1	15.9523942384861	1329.52394238486
"651"	54	42	"modern"	1	332	0	4	27	19.1896214251064	2066.89621425106
"652"	43	12	"modern"	0	303	0	7	23	19.324388496159	1278.24388496159
"653"	48	62	"modern"	0	227	0	6	27	25.3172081554874	2368.17208155487
"654"	45	72	"modern"	1	306	0	2	26	23.767908867536	2482.67908867536
"655"	47	26	"modern"	0	210	0	7	9	21.0527627211281	1795.52762721128
"656"	50	28	"modern"	0	10	0	6	7	18.4688193884744	1859.68819388474
"657"	57	10	"modern"	1	143	0	4	29	24.3797005552403	1518.7970055524
"658"	56	70	"modern"	0	117	0	1	25	17.5333290568701	2450.3332905687
"659"	51	64	"modern"	0	36	1	8	8	24.1206425306685	2721.20642530668
"660"	48	44	"modern"	1	275	0	1	30	16.1941089557822	1806.94108955782
"661"	51	0	"modern"	0	275	0	6	23	24.9397979029628	1224.39797902963
"662"	46	8	"modern"	0	187	1	6	4	22.6493260354772	1466.49326035477
"663"	50	38	"modern"	1	94	0	4	24	20.5817758460858	1950.81775846086
"664"	55	20	"modern"	0	301	1	3	25	23.8036314972712	1598.03631497271
"665"	48	62	"modern"	0	6	1	7	10	13.2020002126571	2462.02000212657
"666"	48	70	"modern"	0	284	0	10	21	19.6805157954451	2651.80515795445
"667"	53	8	"modern"	0	8	0	1	5	20.5311005439301	2880.3110054393
"668"	51	22	"modern"	0	101	0	5	1	20.7162499067158	1812.16249906716
"669"	52	12	"modern"	0	277	0	7	16	20.3401612976684	1538.40161297668
"670"	54	26	"modern"	1	112	0	1	4	19.6855779615471	1861.85577961547
"671"	50	46	"modern"	0	120	0	9	2	23.435553423717	2409.35553423717
"672"	40	20	"modern"	0	180	0	2	4	14.2806111889598	1367.8061118896
"673"	53	54	"modern"	0	131	0	4	20	23.9333811038605	2304.3338110386
"674"	44	14	"modern"	0	274	1	2	28	22.1073920901713	1181.07392090171
"675"	52	16	"modern"	1	192	0	4	18	26.2418645083161	1667.41864508316
"676"	53	32	"modern"	0	64	0	5	19	18.8091586444289	1853.09158644429
"677"	50	40	"modern"	0	114	0	3	20	20.768045859231	1902.68045859231
"678"	51	44	"modern"	0	356	0	2	21	19.3005203738385	1948.00520373838
"679"	55	62	"modern"	0	286	0	5	14	17.428542343617	2529.28542343617
"680"	53	12	"modern"	0	147	0	5	28	24.5051910567934	1420.05191056793
"681"	55	48	"modern"	0	250	0	4	25	19.1008549596717	2126.00854959672
"682"	45	54	"modern"	0	31	1	1	15	23.5068591271092	2085.06859127109
"683"	46	34	"modern"	0	167	0	4	3	16.830810174046	1863.30810174046
"684"	51	0	"classic"	0	201	0	8	4	15.8146867642322	1378.14686764232
"685"	50	56	"modern"	0	38	0	5	6	20.5819737270261	2420.81973727026
"686"	48	96	"modern"	1	295	0	5	8	20.6659502923739	3261.65950292374
"687"	54	56	"classic"	0	40	0	5	29	17.9682520720058	2239.68252072006
"688"	50	50	"modern"	1	80	0	2	3	18.9531953766373	2324.53195376637
"689"	54	32	"modern"	0	208	1	4	13	21.1913451468828	1941.91345146883
"690"	46	80	"modern"	0	14	1	1	8	20.6527101886069	2666.52710188607
"691"	51	34	"modern"	0	43	1	4	23	18.89080732744	1798.9080732744
"692"	47	34	"modern"	0	70	1	5	26	20.5396667145189	1735.39666714519
"693"	45	56	"modern"	0	103	0	5	15	20.9738166703504	2234.7381667035
"694"	53	54	"modern"	0	44	1	7	28	20.2226399241229	2292.22639924123
"695"	52	36	"modern"	0	40	0	4	16	20.0221201842975	1925.22120184297
"696"	45	10	"modern"	0	349	0	3	8	19.282309658983	1307.82309658983
"697"	51	42	"modern"	1	300	0	2	14	18.2876885934571	2067.87688593457
"698"	49	30	"modern"	0	103	0	1	11	24.9542676606923	1724.54267660692
"699"	45	16	"modern"	0	346	0	1	23	19.2004288998584	1187.00428899858
"700"	51	34	"modern"	0	201	0	1	30	24.028146113609	1645.28146113609
"701"	52	44	"modern"	0	8	0	1	12	23.7028467325	3542.028467325
"702"	50	36	"modern"	0	144	0	3	6	23.456477792452	1989.56477792452
"703"	56	30	"classic"	0	147	1	5	2	16.2785758945155	2027.78575894515
"704"	54	60	"modern"	0	314	0	7	13	21.7610921794202	2582.6109217942
"705"	44	32	"modern"	0	300	0	4	1	18.5978879727638	1820.97887972764
"706"	58	4	"modern"	1	343	1	2	18	14.3166803813029	1383.16680381303
"707"	54	4	"modern"	0	19	0	2	5	22.5767749615738	1400.76774961574
"708"	53	20	"modern"	0	71	0	8	26	22.1452840556481	1666.45284055648
"709"	55	16	"modern"	1	50	0	4	15	17.3175151276663	1668.17515127666
"710"	44	26	"modern"	0	64	0	7	12	22.2472215111932	1717.47221511193
"711"	50	32	"modern"	0	110	0	1	9	24.5568207059175	3300.56820705917
"712"	43	44	"modern"	0	139	0	8	24	18.7811946231818	1932.81194623182
"713"	53	56	"modern"	0	193	1	3	6	20.152310300408	2431.52310300408
"714"	51	42	"modern"	0	362	0	7	8	19.683953455598	2191.83953455598
"715"	48	40	"modern"	0	4	1	1	16	21.7098856335475	1837.09885633547
