"size"	"cannons"	"style"	"warnshot"	"date"	"heardof"	"decorations"	"daysfromshore"	"speed"	"treasure"
"497"	50	54	"modern"	1	90	1	2	12	15	2290
"498"	48	4	"modern"	0	134	0	1	5	22	1215
"499"	40	36	"modern"	0	234	1	1	11	22	1650
"500"	47	20	"modern"	0	57	1	2	27	17	1320
"501"	44	10	"classic"	0	246	0	4	3	20	1370
"502"	51	42	"modern"	0	76	1	6	28	21	1990
"503"	49	46	"modern"	0	117	1	7	10	23	2260
"504"	42	40	"modern"	0	350	0	2	10	19	1795
"505"	51	4	"modern"	1	38	0	6	5	20	1535
"506"	49	32	"modern"	0	339	0	4	30	21	1655
"507"	60	66	"modern"	0	116	1	4	28	19	2570
"508"	52	32	"modern"	0	182	0	3	19	15	1735
"509"	48	42	"modern"	0	87	1	1	26	18	4740
"510"	52	36	"modern"	0	81	0	2	19	22	1855
"511"	50	28	"classic"	0	63	0	1	30	22	4480
"512"	52	42	"modern"	0	346	0	7	13	22	2185
"513"	59	8	"modern"	0	197	1	2	17	23	1480
"514"	48	34	"classic"	0	209	0	3	6	20	1870
"515"	52	32	"modern"	0	64	0	1	1	18	4855
"516"	55	56	"classic"	0	167	0	2	10	19	2370
"517"	46	56	"modern"	0	257	0	3	8	27	2325
"518"	44	20	"modern"	1	343	0	1	17	21	1425
"519"	49	60	"modern"	1	286	0	5	19	20	2445
"520"	50	48	"classic"	0	316	1	2	18	17	2025
"521"	51	40	"classic"	0	123	0	5	15	23	2050
"522"	52	42	"modern"	0	251	0	4	5	19	2145
"523"	46	38	"modern"	0	90	0	4	18	24	1865
"524"	57	18	"modern"	0	60	1	4	26	16	1540
"525"	56	0	"modern"	0	280	1	6	5	17	1440
"526"	46	80	"modern"	0	137	1	4	8	23	2810
"527"	51	42	"modern"	1	341	0	4	8	23	2235
"528"	52	30	"modern"	1	106	0	3	10	14	1875
"529"	46	80	"modern"	0	153	0	3	9	16	2685
"530"	53	20	"modern"	0	171	1	6	8	20	1780
"531"	50	40	"modern"	0	336	0	8	27	19	1965
"532"	59	46	"modern"	0	319	0	3	17	18	2205
"533"	45	10	"classic"	0	283	0	1	15	21	4160
"534"	46	40	"modern"	0	178	0	4	9	23	1985
"535"	56	44	"modern"	0	115	1	3	7	24	2280
"536"	49	32	"classic"	0	266	0	3	12	18	1770
"537"	53	24	"classic"	0	171	0	4	22	19	1630
"538"	45	30	"modern"	0	171	0	3	1	22	1805
"539"	54	56	"modern"	0	275	0	5	25	23	2335
"540"	52	18	"modern"	0	233	0	1	16	23	1475
"541"	53	6	"modern"	0	24	1	2	1	19	1440
"542"	47	14	"modern"	1	342	0	3	26	20	1355
"543"	52	18	"modern"	0	42	0	2	4	21	1635
"544"	51	0	"modern"	0	335	1	10	8	19	1450
"545"	51	56	"modern"	0	210	0	2	17	21	2245
"546"	51	22	"classic"	0	152	0	6	1	22	1850
"547"	53	50	"modern"	0	257	0	4	18	22	2225
"548"	48	56	"modern"	0	365	0	4	7	17	2305
"549"	57	46	"modern"	0	348	0	7	7	22	2425
"550"	47	6	"modern"	0	326	0	3	10	21	1265
"551"	46	44	"modern"	0	296	0	6	30	21	1895
"552"	52	32	"modern"	1	239	0	6	27	19	1885
"553"	50	48	"modern"	1	154	0	1	24	20	5025
"554"	46	70	"modern"	0	300	1	1	28	21	5270
"555"	51	32	"modern"	0	248	0	3	5	20	1905
"556"	49	50	"modern"	0	350	0	4	15	19	2145
"557"	46	28	"modern"	0	102	0	8	22	21	1715
"558"	51	40	"modern"	0	192	0	5	28	21	1905
"559"	56	58	"modern"	0	156	1	4	13	19	2480
"560"	55	46	"classic"	0	140	1	1	30	21	4945
"561"	62	22	"modern"	0	242	0	8	20	21	1935
"562"	53	60	"modern"	0	60	0	6	13	23	2545
"563"	47	18	"modern"	1	132	0	5	27	17	1455
"564"	49	26	"modern"	0	191	0	5	13	21	1735
"565"	53	24	"modern"	1	311	0	6	11	19	1905
"566"	46	20	"modern"	0	204	1	3	29	19	1330
"567"	46	54	"modern"	0	345	0	3	6	18	2215
"568"	46	18	"modern"	0	343	0	9	11	23	1675
"569"	51	58	"modern"	1	22	0	5	16	18	2455
"570"	51	22	"modern"	0	284	0	5	9	17	1695
"571"	47	14	"modern"	1	198	0	2	29	21	1305
"572"	49	8	"modern"	0	220	0	4	14	25	1375
"573"	57	18	"modern"	1	205	0	2	10	24	1805
"574"	48	30	"modern"	0	51	0	4	12	20	1765
"575"	48	28	"modern"	0	136	0	6	19	19	1705
"576"	55	14	"modern"	0	90	1	5	16	17	1560
"577"	50	26	"modern"	0	272	1	4	7	23	1820
"578"	52	14	"modern"	0	339	0	4	28	19	1355
"579"	56	12	"modern"	1	155	0	2	24	18	1465
"580"	54	0	"modern"	0	116	0	1	23	22	1075
"581"	52	18	"modern"	0	339	1	3	20	17	1480
"582"	49	58	"modern"	0	188	1	2	14	20	2280
"583"	47	26	"modern"	1	49	1	6	29	19	1660
"584"	53	4	"modern"	1	172	0	2	18	20	1325
"585"	47	32	"modern"	0	83	0	1	2	23	4795
"586"	52	50	"modern"	0	2	0	4	13	21	2245
"587"	48	28	"modern"	0	16	0	2	30	10	1385
"588"	50	28	"modern"	0	168	1	7	8	21	1920
"589"	53	28	"modern"	0	20	0	6	30	20	1705
"590"	51	14	"modern"	0	272	0	3	3	20	1565
"591"	48	4	"modern"	0	105	0	1	2	17	1195
"592"	49	62	"classic"	0	45	1	1	18	24	2295
"593"	57	30	"modern"	0	148	0	5	18	22	1935
"594"	38	32	"modern"	0	39	0	3	26	17	1405
"595"	52	40	"modern"	0	134	0	9	29	17	1995
"596"	41	34	"modern"	0	214	0	4	27	18	1535
"597"	49	58	"modern"	0	294	0	1	12	19	5215
"598"	46	42	"modern"	0	20	0	4	13	20	1955
"599"	49	4	"modern"	1	101	1	3	2	21	1460
"600"	60	20	"modern"	0	222	0	3	10	18	1775
"601"	58	40	"modern"	0	125	1	3	4	22	2250
"602"	50	30	"modern"	0	310	1	6	19	18	1790
"603"	45	28	"modern"	0	67	0	2	3	15	1645
"604"	53	6	"modern"	0	27	0	3	22	26	1315
"605"	53	16	"modern"	0	186	0	10	17	18	1695
"606"	44	14	"modern"	0	357	0	9	4	18	1575
"607"	52	16	"modern"	0	57	0	7	20	22	1595
"608"	47	64	"modern"	1	239	0	2	5	21	2545
"609"	47	66	"modern"	0	243	0	3	29	19	2255
"610"	45	34	"modern"	0	3	1	4	18	19	1730
"611"	50	10	"modern"	0	83	0	4	8	24	1485
"612"	45	58	"modern"	0	365	1	5	10	18	2310
"613"	42	14	"modern"	0	357	0	6	24	23	1295
"614"	41	26	"modern"	0	119	1	6	4	19	1690
"615"	50	40	"modern"	0	290	0	5	8	17	2045
"616"	53	66	"classic"	0	225	1	1	12	18	2455
"617"	47	20	"modern"	0	47	0	8	5	21	1745
"618"	48	62	"modern"	0	283	1	2	10	18	2360
"619"	53	38	"modern"	0	288	0	4	8	20	2065
"620"	51	10	"modern"	0	194	0	2	25	17	1205
"621"	57	26	"modern"	0	154	1	1	26	20	4620
"622"	49	28	"modern"	0	95	0	7	8	22	1895
"623"	49	8	"modern"	1	50	0	4	13	23	1465
"624"	59	62	"classic"	0	148	0	6	25	19	2540
"625"	49	54	"classic"	0	151	1	8	10	19	2405
"626"	45	56	"modern"	0	332	0	2	10	21	2195
"627"	53	36	"classic"	1	152	0	6	2	18	2220
"628"	50	2	"modern"	0	203	0	4	29	24	1115
"629"	52	32	"modern"	0	3	0	9	23	21	1935
"630"	52	44	"modern"	0	3	0	9	1	20	2385
"631"	56	28	"modern"	0	149	1	2	22	29	1830
"632"	55	46	"modern"	0	272	0	6	22	21	2195
"633"	50	54	"modern"	1	71	0	3	23	22	2265
"634"	52	52	"modern"	0	187	0	1	17	18	2095
"635"	53	12	"modern"	0	81	1	2	8	19	1490
"636"	52	54	"modern"	0	129	0	3	5	22	2385
"637"	50	46	"modern"	0	58	0	6	7	20	2235
"638"	55	36	"modern"	0	220	0	3	6	18	2035
"639"	53	52	"modern"	1	328	1	8	3	13	2560
"640"	48	28	"modern"	0	38	0	1	21	21	4525
"641"	47	4	"modern"	0	27	0	2	9	26	1255
"642"	47	34	"modern"	1	189	0	1	20	22	4745
"643"	45	46	"modern"	0	53	0	2	4	14	1985
"644"	53	16	"modern"	0	141	1	6	12	25	1710
"645"	49	18	"modern"	0	93	0	1	7	19	1465
"646"	50	6	"modern"	0	87	0	2	10	24	1325
"647"	46	32	"classic"	0	364	0	4	22	22	1680
"648"	50	40	"modern"	0	269	1	6	16	16	2000
"649"	40	10	"classic"	0	144	1	5	11	18	1235
"650"	41	2	"modern"	0	288	1	10	1	16	1330
"651"	54	42	"modern"	1	332	0	4	27	19	2065
"652"	43	12	"modern"	0	303	0	7	23	19	1275
"653"	48	62	"modern"	0	227	0	6	27	25	2365
"654"	45	72	"modern"	1	306	0	2	26	24	2485
"655"	47	26	"modern"	0	210	0	7	9	21	1795
"656"	50	28	"modern"	0	10	0	6	7	18	1855
"657"	57	10	"modern"	1	143	0	4	29	24	1515
"658"	56	70	"modern"	0	117	0	1	25	18	2455
"659"	51	64	"modern"	0	36	1	8	8	24	2720
"660"	48	44	"modern"	1	275	0	1	30	16	1805
"661"	51	0	"modern"	0	275	0	6	23	25	1225
"662"	46	8	"modern"	0	187	1	6	4	23	1470
"663"	50	38	"modern"	1	94	0	4	24	21	1955
"664"	55	20	"modern"	0	301	1	3	25	24	1600
"665"	48	62	"modern"	0	6	1	7	10	13	2460
"666"	48	70	"modern"	0	284	0	10	21	20	2655
"667"	53	8	"modern"	0	8	0	1	5	21	4385
"668"	51	22	"modern"	0	101	0	5	1	21	1815
"669"	52	12	"modern"	0	277	0	7	16	20	1535
"670"	54	26	"modern"	1	112	0	1	4	20	1865
"671"	50	46	"modern"	0	120	0	9	2	23	2405
"672"	40	20	"modern"	0	180	0	2	4	14	1365
"673"	53	54	"modern"	0	131	0	4	20	24	2305
"674"	44	14	"modern"	0	274	1	2	28	22	1180
"675"	52	16	"modern"	1	192	0	4	18	26	1665
"676"	53	32	"modern"	0	64	0	5	19	19	1855
"677"	50	40	"modern"	0	114	0	3	20	21	1905
"678"	51	44	"modern"	0	356	0	2	21	19	1945
"679"	55	62	"modern"	0	286	0	5	14	17	2525
"680"	53	12	"modern"	0	147	0	5	28	25	1425
"681"	55	48	"modern"	0	250	0	4	25	19	2125
"682"	45	54	"modern"	0	31	1	1	15	24	2090
"683"	46	34	"modern"	0	167	0	4	3	17	1865
"684"	51	0	"classic"	0	201	0	8	4	16	1380
"685"	50	56	"modern"	0	38	0	5	6	21	2425
"686"	48	96	"modern"	1	295	0	5	8	21	3265
"687"	54	56	"classic"	0	40	0	5	29	18	2240
"688"	50	50	"modern"	1	80	0	2	3	19	2325
"689"	54	32	"modern"	0	208	1	4	13	21	1940
"690"	46	80	"modern"	0	14	1	1	8	21	2670
"691"	51	34	"modern"	0	43	1	4	23	19	1800
"692"	47	34	"modern"	0	70	1	5	26	21	1740
"693"	45	56	"modern"	0	103	0	5	15	21	2235
"694"	53	54	"modern"	0	44	1	7	28	20	2290
"695"	52	36	"modern"	0	40	0	4	16	20	1925
"696"	45	10	"modern"	0	349	0	3	8	19	1305
"697"	51	42	"modern"	1	300	0	2	14	18	2065
"698"	49	30	"modern"	0	103	0	1	11	25	1725
"699"	45	16	"modern"	0	346	0	1	23	19	1185
"700"	51	34	"modern"	0	201	0	1	30	24	1645
"701"	52	44	"modern"	0	8	0	1	12	24	5045
"702"	50	36	"modern"	0	144	0	3	6	23	1985
"703"	56	30	"classic"	0	147	1	5	2	16	2025
"704"	54	60	"modern"	0	314	0	7	13	22	2585
"705"	44	32	"modern"	0	300	0	4	1	19	1825
"706"	58	4	"modern"	1	343	1	2	18	14	1380
"707"	54	4	"modern"	0	19	0	2	5	23	1405
"708"	53	20	"modern"	0	71	0	8	26	22	1665
"709"	55	16	"modern"	1	50	0	4	15	17	1665
"710"	44	26	"modern"	0	64	0	7	12	22	1715
"711"	50	32	"modern"	0	110	0	1	9	25	4805
"712"	43	44	"modern"	0	139	0	8	24	19	1935
"713"	53	56	"modern"	0	193	1	3	6	20	2430
"714"	51	42	"modern"	0	362	0	7	8	20	2195
"715"	48	40	"modern"	0	4	1	1	16	22	1840
"716"	51	0	"modern"	0	173	0	8	29	16	1135
"717"	55	32	"modern"	1	94	1	7	26	19	2000
"718"	52	50	"modern"	1	224	0	3	14	28	2375
"719"	51	8	"modern"	0	241	0	3	17	20	1305
"720"	54	44	"modern"	0	63	0	5	4	14	2215
"721"	60	0	"modern"	0	99	0	3	8	27	1485
"722"	53	22	"modern"	0	202	1	3	10	23	1740
"723"	46	0	"classic"	0	132	0	4	21	23	1060
"724"	53	8	"classic"	0	33	1	2	27	17	1195
"725"	55	20	"modern"	1	58	1	7	24	23	1820
"726"	52	34	"modern"	0	354	0	1	11	16	4775
"727"	47	42	"modern"	0	123	0	4	15	21	1965
"728"	46	44	"modern"	0	311	0	3	15	16	1905
"729"	50	40	"modern"	0	4	1	8	18	21	2090
"730"	44	0	"modern"	0	140	0	7	3	25	1315
"731"	52	24	"modern"	0	90	0	4	16	15	1635
"732"	54	0	"modern"	0	153	0	3	16	13	1145
"733"	52	36	"classic"	0	123	1	3	13	13	1865
"734"	46	8	"modern"	1	34	0	3	22	18	1235
"735"	49	6	"modern"	0	54	0	5	26	22	1215
"736"	58	38	"modern"	0	332	1	5	24	21	2060
"737"	41	14	"modern"	0	277	0	5	17	21	1295
"738"	48	16	"modern"	0	217	0	1	22	22	1285
"739"	49	52	"modern"	0	282	0	1	8	19	5135
"740"	54	32	"modern"	1	155	0	7	4	20	2195
"741"	48	26	"modern"	0	170	0	8	28	19	1635
"742"	49	50	"modern"	0	187	0	2	15	18	2075
"743"	48	0	"modern"	0	277	0	2	22	23	1035
"744"	52	58	"classic"	0	40	0	8	28	20	2360
"745"	45	30	"modern"	0	183	0	4	24	21	1595
"746"	59	80	"modern"	0	225	1	6	17	20	3010
"747"	49	18	"modern"	0	192	0	6	4	22	1705
"748"	49	8	"modern"	0	173	0	7	19	18	1345
"749"	48	6	"modern"	0	304	0	4	6	24	1385
"750"	49	16	"modern"	0	286	0	6	1	23	1705
"751"	50	40	"modern"	0	358	1	2	15	21	1940
"752"	49	4	"modern"	1	329	0	2	12	19	1295
"753"	52	24	"modern"	1	252	0	7	29	21	1755
"754"	50	40	"modern"	1	134	0	6	14	20	2145
"755"	41	32	"modern"	1	303	0	7	21	20	1765
"756"	46	26	"modern"	0	173	1	2	16	16	1520
"757"	48	38	"modern"	0	180	0	3	23	22	1805
"758"	59	14	"modern"	0	220	1	8	25	19	1660
"759"	51	40	"modern"	0	339	0	5	10	25	2125
"760"	45	20	"modern"	1	340	0	4	9	24	1675
"761"	58	36	"modern"	0	223	1	1	27	24	4870
"762"	52	68	"modern"	1	358	0	1	6	17	5615
"763"	58	4	"modern"	1	273	0	1	24	19	1295
"764"	49	16	"modern"	1	140	0	9	13	21	1755
"765"	52	18	"modern"	0	61	0	1	13	19	1465
"766"	44	28	"modern"	0	24	0	2	20	18	1485
"767"	54	8	"modern"	0	267	0	2	7	26	1495
"768"	47	18	"modern"	0	198	0	4	16	20	1465
"769"	47	36	"modern"	1	169	0	5	21	20	1905
"770"	56	10	"modern"	0	39	1	4	18	25	1530
"771"	46	40	"modern"	0	286	0	4	30	13	1675
"772"	45	18	"modern"	0	333	0	1	3	24	4475
"773"	53	36	"classic"	1	153	1	7	4	24	2305
"774"	47	26	"modern"	0	356	0	4	2	24	1805
"775"	54	20	"modern"	0	224	0	3	15	20	1625
"776"	58	0	"modern"	0	114	1	4	28	25	1270
"777"	57	0	"modern"	0	53	0	4	7	22	1415
"778"	52	54	"modern"	0	304	0	1	30	21	2035
"779"	50	56	"modern"	1	309	0	1	6	22	5385
"780"	53	36	"modern"	1	276	0	1	3	17	2025
"781"	55	10	"modern"	0	345	0	6	2	19	1655
"782"	53	50	"modern"	1	21	0	3	3	21	2435
"783"	53	38	"modern"	0	17	0	1	30	28	4805
"784"	49	52	"modern"	1	327	0	1	10	21	5235
"785"	40	52	"modern"	0	313	0	2	3	20	2075
"786"	50	32	"modern"	0	11	0	2	9	19	1805
"787"	46	26	"modern"	0	287	0	2	6	22	1665
"788"	55	30	"modern"	0	160	0	4	3	20	1995
"789"	51	46	"modern"	0	29	0	1	1	21	5145
"790"	53	60	"modern"	0	215	1	2	8	19	2450
"791"	53	26	"modern"	0	284	0	6	14	22	1845
"792"	45	38	"modern"	0	284	0	2	26	22	1685
"793"	53	0	"modern"	1	181	0	4	17	23	1345
"794"	53	44	"modern"	1	299	0	8	8	17	2375
"795"	51	64	"modern"	0	225	0	6	30	23	2415
"796"	46	50	"modern"	1	365	0	6	27	19	2125
"797"	55	62	"modern"	0	316	1	4	6	22	2640
"798"	43	60	"modern"	1	179	0	3	10	18	2335
"799"	56	24	"modern"	0	334	0	1	12	23	1715
"800"	54	18	"modern"	0	68	0	9	25	19	1655
"801"	49	48	"modern"	0	359	1	2	26	24	2000
"802"	57	26	"modern"	0	40	1	4	2	18	1960
"803"	51	30	"modern"	0	249	1	6	27	21	1760
"804"	47	36	"modern"	0	251	0	1	14	17	4695
"805"	54	34	"modern"	0	325	1	6	11	20	2050
"806"	51	38	"modern"	0	105	1	2	23	21	1840
"807"	42	36	"modern"	0	333	0	1	13	21	4645
"808"	49	36	"modern"	0	82	0	10	12	17	2055
"809"	43	44	"modern"	1	331	0	5	26	20	1935
"810"	48	12	"modern"	0	243	0	2	4	19	1415
"811"	48	0	"classic"	0	211	0	1	25	22	930
"812"	55	52	"modern"	1	346	0	10	1	23	2765
"813"	44	16	"modern"	1	243	0	4	4	15	1535
"814"	50	42	"modern"	1	332	0	8	19	23	2225
"815"	51	10	"classic"	0	76	0	4	10	23	1470
"816"	48	50	"classic"	0	52	0	1	9	15	5020
"817"	47	8	"modern"	0	250	0	1	10	20	1205
"818"	53	50	"modern"	0	117	1	2	27	22	2090
"819"	52	10	"modern"	0	344	0	7	10	26	1615
"820"	51	42	"modern"	0	232	1	7	22	28	2150
"821"	51	64	"modern"	0	48	0	2	15	24	2455
"822"	57	30	"modern"	0	312	1	4	9	16	1950
"823"	54	42	"modern"	0	217	0	3	5	21	2175
"824"	49	56	"modern"	0	120	0	1	13	23	2205
"825"	49	28	"modern"	1	32	1	2	16	18	1740
"826"	49	8	"modern"	0	98	1	5	6	21	1460
"827"	55	52	"modern"	0	144	0	5	14	26	2415
"828"	48	78	"modern"	0	113	0	1	15	24	2615
"829"	46	30	"modern"	1	133	0	8	28	28	1865
"830"	52	2	"modern"	0	306	0	6	2	22	1465
"831"	54	62	"classic"	0	216	0	6	11	19	2580
"832"	53	16	"modern"	0	360	0	1	22	18	4345
"833"	54	48	"modern"	0	295	0	2	19	19	2105
"834"	51	46	"modern"	0	213	0	1	20	21	1955
"835"	43	40	"modern"	0	348	0	2	6	26	1925
"836"	51	26	"modern"	0	237	0	9	8	17	1905
"837"	54	0	"modern"	1	158	0	4	13	23	1405
"838"	53	0	"modern"	0	234	0	2	13	20	1195
"839"	47	8	"modern"	0	54	0	4	8	10	1245
"840"	53	34	"modern"	0	234	1	1	23	25	1780
"841"	55	62	"modern"	1	58	0	9	14	27	2845
"842"	58	24	"modern"	0	297	1	1	10	20	4760
"843"	55	22	"modern"	0	230	1	2	11	24	1750
"844"	50	62	"modern"	1	191	0	1	23	17	5285
"845"	54	28	"modern"	0	274	0	2	11	22	1815
"846"	55	4	"modern"	0	327	1	6	1	20	1570
"847"	54	46	"classic"	1	132	1	6	22	22	2295
"848"	53	26	"modern"	0	311	1	2	7	22	1810
"849"	54	42	"classic"	0	304	0	9	13	16	2220
"850"	44	40	"modern"	0	128	0	5	5	19	1975
"851"	49	32	"modern"	0	327	1	5	13	22	1880
"852"	58	56	"modern"	1	178	1	2	22	22	2460
"853"	53	20	"modern"	0	353	1	1	26	21	4430
"854"	47	24	"modern"	0	364	0	6	14	21	1675
"855"	49	32	"modern"	0	201	0	2	27	20	1615
"856"	46	10	"modern"	0	344	0	1	8	17	1215
"857"	57	58	"modern"	1	139	0	2	13	20	2535
"858"	43	28	"modern"	1	11	1	5	12	21	1780
"859"	57	28	"modern"	0	17	0	1	7	14	4775
"860"	44	48	"modern"	0	246	0	5	28	24	1955
"861"	56	34	"modern"	1	83	0	3	20	18	1975
"862"	59	54	"modern"	0	81	1	2	25	13	2220
"863"	52	36	"modern"	0	359	1	5	6	19	2060
"864"	51	22	"modern"	1	1	1	3	14	14	1670
"865"	49	26	"modern"	0	6	0	5	26	23	1625
"866"	56	72	"modern"	0	351	0	2	9	23	2765
"867"	56	40	"modern"	0	223	0	2	19	25	2045
"868"	50	54	"modern"	1	76	0	3	19	18	2265
"869"	46	36	"classic"	0	309	0	7	26	19	1780
"870"	55	34	"modern"	1	21	0	6	24	24	2065
"871"	51	22	"modern"	1	47	1	1	24	19	1530
"872"	50	10	"modern"	0	185	0	9	18	17	1465
"873"	51	30	"modern"	1	64	0	9	23	20	1965
"874"	48	32	"modern"	0	360	0	2	29	19	1565
"875"	50	56	"modern"	0	336	1	5	14	23	2380
"876"	62	48	"modern"	0	47	0	3	7	17	2395
"877"	54	12	"modern"	1	259	0	1	13	19	4485
"878"	48	26	"modern"	0	4	1	2	26	16	1460
"879"	52	42	"modern"	1	341	0	2	12	19	2115
"880"	45	56	"classic"	0	272	0	1	9	19	2120
"881"	45	30	"modern"	0	61	1	2	7	23	1740
"882"	46	46	"modern"	1	164	0	10	13	22	2335
"883"	47	26	"modern"	0	183	0	3	27	20	1485
"884"	49	66	"modern"	0	290	1	4	10	22	2560
"885"	43	32	"modern"	0	175	0	6	18	15	1655
"886"	51	66	"modern"	0	230	1	1	30	21	5270
"887"	53	32	"modern"	0	171	0	1	3	16	1835
"888"	55	44	"modern"	1	175	0	9	24	21	2325
"889"	45	42	"modern"	0	195	0	1	11	15	1785
"890"	50	40	"modern"	1	184	0	6	11	20	2175
"891"	52	26	"modern"	0	343	0	1	23	19	1525
"892"	51	18	"modern"	0	296	0	4	6	16	1605
"893"	42	28	"modern"	0	297	0	5	18	15	1525
"894"	59	44	"modern"	1	33	0	8	1	23	2625
"895"	53	56	"modern"	0	160	0	1	25	17	5105
"896"	50	46	"modern"	0	284	0	3	6	26	2215
"897"	46	42	"modern"	0	70	1	2	27	19	1760
"898"	52	16	"modern"	1	168	1	2	30	20	1440
"899"	57	22	"modern"	1	202	0	4	13	23	1905
"900"	57	50	"modern"	1	65	0	8	17	19	2505
"901"	51	0	"modern"	0	222	1	6	3	14	1330
"902"	48	42	"modern"	1	53	0	9	15	19	2215
"903"	50	44	"modern"	1	218	0	1	4	25	5195
"904"	45	52	"modern"	0	217	0	7	3	22	2345
"905"	53	60	"modern"	0	35	0	5	12	17	2465
"906"	51	60	"classic"	0	163	1	9	24	18	2445
"907"	46	26	"classic"	0	62	0	7	2	20	1830
"908"	59	8	"modern"	1	126	0	5	17	19	1615
"909"	48	10	"modern"	0	357	1	7	13	19	1450
"910"	46	52	"modern"	0	347	0	4	29	17	1965
"911"	46	32	"modern"	1	59	0	5	13	19	1875
"912"	48	28	"modern"	0	310	0	9	17	20	1825
"913"	51	22	"modern"	1	292	0	5	12	19	1785
"914"	49	12	"modern"	0	119	1	5	15	17	1410
"915"	56	88	"modern"	0	77	1	1	19	21	2920
"916"	45	32	"classic"	0	16	1	1	27	22	4505
"917"	55	44	"modern"	0	145	0	3	3	22	2265
"918"	49	26	"modern"	0	31	0	5	16	19	1685
"919"	48	0	"modern"	0	17	0	8	12	17	1255
"920"	46	56	"modern"	0	230	0	5	25	13	2075
"921"	50	42	"modern"	0	4	1	3	2	17	2100
"922"	46	42	"modern"	0	201	1	4	8	22	2040
"923"	46	32	"modern"	0	229	1	4	14	21	1770
"924"	55	44	"modern"	0	224	0	1	30	19	1875
"925"	57	44	"modern"	0	286	1	2	1	20	2290
"926"	47	16	"modern"	0	56	1	6	22	23	1470
"927"	49	20	"modern"	1	298	1	3	24	20	1550
"928"	45	56	"modern"	0	38	0	5	25	23	2155
"929"	49	32	"modern"	0	55	0	5	21	20	1765
"930"	52	16	"modern"	0	303	1	4	9	18	1590
"931"	51	50	"modern"	0	39	0	3	23	17	2055
"932"	49	18	"modern"	0	218	1	9	25	21	1590
"933"	47	26	"modern"	0	253	0	1	29	20	1375
"934"	51	14	"modern"	0	177	0	6	10	14	1525
"935"	42	30	"modern"	0	272	1	4	10	20	1680
"936"	47	36	"modern"	0	126	0	2	8	20	1845
"937"	53	42	"classic"	0	123	0	4	27	20	1950
"938"	47	2	"modern"	0	214	0	6	24	24	1165
"939"	40	32	"modern"	0	299	0	2	18	18	1505
"940"	44	2	"modern"	0	9	0	1	27	18	835
"941"	56	40	"modern"	0	165	0	3	29	23	1955
"942"	57	64	"modern"	0	238	0	7	15	18	2665
"943"	43	34	"modern"	0	116	0	6	29	20	1635
"944"	52	30	"modern"	1	16	0	1	15	26	1855
"945"	49	44	"modern"	1	103	1	1	24	20	4940
"946"	48	52	"modern"	0	305	1	10	20	22	2340
"947"	52	26	"modern"	0	231	0	8	11	15	1845
"948"	52	18	"modern"	0	324	0	5	23	20	1525
"949"	49	14	"modern"	1	155	0	4	1	22	1695
"950"	47	20	"modern"	0	353	1	4	17	21	1520
"951"	49	42	"modern"	0	365	0	9	5	22	2265
"952"	48	16	"modern"	0	355	0	1	27	23	1245
"953"	44	38	"modern"	0	102	0	5	8	17	1885
"954"	55	24	"modern"	0	200	0	3	28	17	1565
"955"	45	8	"modern"	0	52	1	3	25	19	1110
"956"	47	42	"modern"	0	212	0	3	15	20	1925
"957"	48	42	"modern"	1	74	0	1	7	20	2035
"958"	45	76	"modern"	0	128	0	4	21	20	2535
"959"	47	28	"modern"	1	341	0	4	23	19	1685
"960"	55	48	"modern"	0	84	1	5	8	25	2400
"961"	53	38	"modern"	0	185	0	5	12	21	2065
"962"	56	14	"modern"	0	341	0	1	12	16	1445
"963"	54	50	"modern"	0	288	1	1	19	17	2080
"964"	46	28	"classic"	0	166	0	8	21	16	1670
"965"	53	36	"modern"	1	328	1	3	13	25	2110
"966"	44	24	"modern"	1	341	0	9	5	25	1935
"967"	55	48	"modern"	0	29	0	7	28	21	2205
"968"	56	46	"modern"	0	137	1	1	25	18	4990
"969"	50	32	"modern"	0	59	0	3	9	16	1805
"970"	48	46	"modern"	0	272	1	6	30	22	2000
"971"	50	26	"modern"	0	104	0	2	17	20	1615
"972"	52	30	"modern"	1	5	0	2	21	21	1805
"973"	46	30	"classic"	0	104	0	4	14	21	1710
"974"	55	16	"modern"	0	109	0	2	9	24	1635
"975"	53	24	"modern"	1	281	1	1	17	18	1670
"976"	54	46	"modern"	0	170	0	7	20	14	2155
"977"	49	24	"modern"	0	111	0	5	8	16	1695
"978"	50	26	"modern"	0	90	0	3	7	17	1715
"979"	53	28	"modern"	0	263	1	4	8	21	1890
"980"	51	0	"modern"	0	14	1	9	18	19	1320
"981"	54	32	"modern"	0	33	0	1	3	20	4895
"982"	52	28	"modern"	0	70	0	5	19	21	1775
"983"	51	40	"modern"	1	262	1	1	15	16	1950
"984"	49	60	"modern"	0	302	0	4	22	20	2285
"985"	51	80	"modern"	0	214	1	10	6	18	3060
"986"	44	34	"modern"	0	350	1	2	22	24	1660
"987"	46	72	"modern"	0	47	0	2	29	20	2335
"988"	53	20	"modern"	0	224	0	5	13	24	1725
"989"	42	16	"modern"	0	244	0	9	30	19	1325
"990"	54	28	"modern"	0	56	0	2	21	19	1685
"991"	50	74	"modern"	0	51	0	1	9	25	2645
"992"	46	32	"modern"	0	61	0	5	28	24	1675
"993"	53	32	"modern"	0	271	0	2	4	22	1945
"994"	51	22	"modern"	0	309	1	1	4	20	4640
