"id"	"sex"	"headband"	"age"	"college"	"tattoos"	"tchests"	"parrots"	"favorite.pirate"	"sword.type"	"sword.time"	"eyepatch"	"beard.length"	"fav.pixar"
"220"	220	"male"	"yes"	16	"CCCC"	9	1	4	"Jack Sparrow"	"cutlass"	1.2	0	33	"Toy Story"
"221"	221	"female"	"yes"	33	"JSSFP"	14	8	8	"Anicetus"	"cutlass"	0.27	0	0	"Up"
"222"	222	"male"	"yes"	15	"CCCC"	8	2	1	"Jack Sparrow"	"cutlass"	0.17	1	13	"Up"
"223"	223	"female"	"yes"	29	"CCCC"	8	15	2	"Edward Low"	"cutlass"	0.11	0	0	"Finding Nemo"
"224"	224	"male"	"sometimes"	22	"CCCC"	15	0	4	NA	"cutlass"	0.23	1	27	"Inside Out"
"225"	225	"female"	"yes"	NA	"JSSFP"	10	8	2	"Jack Sparrow"	"cutlass"	0.13	8	0	"Up"
"226"	226	"male"	"yes"	22	"CCCC"	13	3	0	"Jack Sparrow"	"cutlass"	0.58	0	27	"Finding Nemo"
"227"	227	"male"	"no"	26	"CCCC"	7	28	1	"Jack Sparrow"	"sabre"	4.83	1	22	"Inside Out"
"228"	228	"male"	"yes"	23	"CCCC"	13	0	5	"Blackbeard"	"cutlass"	0.17	1	20	"Up"
"229"	229	"female"	"yes"	38	"JSSFP"	10	2	5	"Anicetus"	"sabre"	3.5	1	0	"Toy Story 2"
"230"	230	"male"	"yes"	18	"CCCC"	9	17	2	"Anicetus"	"cutlass"	0.56	1	18	"Inside Out"
"231"	231	"male"	"yes"	21	"CCCC"	13	12	1	"Jack Sparrow"	"cutlass"	0.12	0	15	"A Bug's Life"
"232"	232	"female"	"yes"	35	"JSSFP"	7	22	2	"Jack Sparrow"	"cutlass"	0.1	1	0	"Inside Out"
"233"	233	"female"	"yes"	28	"JSSFP"	6	6	2	"Lewis Scot"	"cutlass"	0.4	1	0	"Inside Out"
"234"	234	"male"	"yes"	33	"JSSFP"	9	7	2	"Anicetus"	"cutlass"	0.13	0	17	"Finding Nemo"
"235"	235	"male"	"yes"	31	"CCCC"	6	1	3	"Jack Sparrow"	"cutlass"	0.53	0	20	"Up"
"236"	236	"male"	"yes"	22	"CCCC"	6	13	3	"Jack Sparrow"	"cutlass"	0.18	1	13	"Up"
"237"	237	"male"	"yes"	27	"CCCC"	12	22	2	"Anicetus"	"cutlass"	0.76	1	30	"Inside Out"
"238"	238	"female"	"yes"	28	"CCCC"	12	4	1	"Lewis Scot"	"cutlass"	0.22	0	0	"Up"
"239"	239	"female"	"yes"	33	"JSSFP"	11	13	3	"Blackbeard"	"cutlass"	1.54	1	0	"Inside Out"
"240"	240	"female"	"yes"	12345	"CCCC"	10	22	3	"Hook"	"cutlass"	0.88	1	0	"Monsters, Inc."
"241"	241	"male"	"no"	24	"CCCC"	4	9	10	"Jack Sparrow"	"scimitar"	3.62	0	16	"Finding Nemo"
"242"	242	"male"	"yes"	9	"CCCC"	14	1	2	"Jack Sparrow"	"cutlass"	0.92	1	27	"Inside Out"
"243"	243	"female"	"yes"	35	"JSSFP"	10	14	5	"Edward Low"	"cutlass"	0.95	1	0	"Inside Out"
"244"	244	"female"	"yes"	27	"CCCC"	18	27	6	"Jack Sparrow"	"cutlass"	0.07	0	0	"The Incredibles"
"245"	245	"male"	"yes"	17	"CCCC"	12	1	2	"Jack Sparrow"	"cutlass"	1.05	1	28	"Inside Out"
"246"	246	"female"	"yes"	30	"JSSFP"	7	1	3	"Jack Sparrow"	"cutlass"	0.07	0	0	"The Incredibles"
"247"	247	"female"	"yes"	27	"CCCC"	11	0	2	"Jack Sparrow"	"cutlass"	0.25	0	0	"Ratatouille"
"248"	248	"male"	"yes"	41	"JSSFP"	13	18	10	"Hook"	"sabre"	0.93	1	30	"Finding Nemo"
"249"	249	"male"	"yes"	25	"CCCC"	15	10	1	"Blackbeard"	"cutlass"	0.97	0	17	"A Bug's Life"
"250"	250	"female"	"yes"	999	"JSSFP"	-10	9	16	"Anicetus"	"cutlass"	0.55	1	1	"Inside Out"
"251"	251	"female"	"yes"	40	"JSSFP"	11	12	0	"Anicetus"	"cutlass"	1.41	1	0	"Toy Story"
"252"	252	"male"	"no"	33	"JSSFP"	0	3	0	"Lewis Scot"	"scimitar"	0.81	0	16	"Finding Nemo"
"253"	253	"male"	"no"	23	"CCCC"	3	1	1	"Jack Sparrow"	"banana"	4.44	0	8	"Up"
"254"	254	"male"	"yes"	20	"CCCC"	13	9	2	"Jack Sparrow"	"cutlass"	0.33	0	22	"Finding Nemo"
"255"	255	"sure I'll have some"	"no"	24	"CCCC"	6	11	3	"Blackbeard"	"sabre"	0.68	1	19	"Inside Out"
"256"	256	"other"	"yes"	30	"JSSFP"	12	8	1	"Edward Low"	"cutlass"	0.02	1	23	"Inside Out"
"257"	257	"other"	"yes"	23	"CCCC"	8	8550	2	"Hook"	"cutlass"	0.21	1	13	"Monsters, Inc."
"258"	258	"male"	"yes"	28	"CCCC"	11	6	1	"Jack Sparrow"	"cutlass"	0.19	1	18	"WALL-E"
"259"	259	"male"	"no"	23	"CCCC"	5	0	1	"Jack Sparrow"	"banana"	3.52	1	17	"Inside Out"
"260"	260	"female"	"yes"	30	"JSSFP"	9	4	7	"Lewis Scot"	"cutlass"	3.85	1	0	"The Incredibles"
"261"	261	"female"	"yes"	30	"CCCC"	15	18	3	"Blackbeard"	"cutlass"	1.85	0	0	"Monsters, Inc."
"262"	262	"male"	"yes"	24	"CCCC"	7	3	1	"Jack Sparrow"	"cutlass"	0.53	1	17	"Cars"
"263"	263	"male"	"yes"	27	"CCCC"	11	3	1	"Jack Sparrow"	"cutlass"	0.36	0	24	"WALL-E"
"264"	264	"female"	"yes"	31	"JSSFP"	11	3	5	"Edward Low"	"cutlass"	0.42	0	1	"Finding Nemo"
"265"	265	"female"	"yes"	28	"CCCC"	11	0	1	"Blackbeard"	"cutlass"	0.96	1	0	"Inside Out"
"266"	266	"female"	"yes"	38	"JSSFP"	13	2	13	"Lewis Scot"	"cutlass"	0.13	1	0	"Inside Out"
"267"	267	"female"	"yes"	27	"CCCC"	11	21	1	"Hook"	"cutlass"	0.15	1	2	"A Bug's Life"
"268"	268	"male"	"yes"	34	"JSSFP"	8	7	0	"Jack Sparrow"	"cutlass"	2.47	1	12	"Monsters, Inc."
"269"	269	"female"	"yes"	31	"JSSFP"	11	7	2	"Anicetus"	"cutlass"	0.68	1	2	"Inside Out"
"270"	270	"male"	"no"	22	"CCCC"	11	19	1	"Jack Sparrow"	"banana"	27.1	0	16	"Toy Story 2"
"271"	271	"female"	"no"	28	"CCCC"	2	10	4	"Blackbeard"	"sabre"	1.65	1	0	"Brave"
"272"	272	"male"	"yes"	24	"CCCC"	12	5	0	"Jack Sparrow"	"cutlass"	0.15	1	28	"WALL-E"
"273"	273	"male"	"yes"	33	"JSSFP"	11	4	1	"Jack Sparrow"	"cutlass"	0.16	1	31	"Finding Nemo"
"274"	274	"female"	"yes"	32	"JSSFP"	12	7	4	"Hook"	"cutlass"	3	0	0	"Monsters University"
"275"	275	"male"	"yes"	29	"CCCC"	6	12	4	"Jack Sparrow"	"cutlass"	0.22	1	11	"Monsters University"
"276"	276	"male"	"yes"	21	"CCCC"	10	2	2	"Jack Sparrow"	"cutlass"	0.22	0	26	"Cars"
"277"	277	"male"	"yes"	28	"CCCC"	11	11	1	"Jack Sparrow"	"cutlass"	0.91	0	17	"Monsters, Inc."
"278"	278	"female"	"yes"	12345	"CCCC"	9	13	1	"Edward Low"	"sabre"	0.08	1	0	"Up"
"279"	279	"female"	"yes"	32	"CCCC"	12	15	3	"Edward Low"	"cutlass"	0.3	1	1	"Inside Out"
"280"	280	"male"	"yes"	24	"CCCC"	13	1	3	"Jack Sparrow"	"cutlass"	2.76	1	22	"Inside Out"
"281"	281	"female"	"yes"	26	"CCCC"	8	2	2	"Blackbeard"	"cutlass"	0.76	0	1	"Finding Nemo"
"282"	282	"female"	"yes"	30	"JSSFP"	8	5	0	"Hook"	"cutlass"	1.11	1	0	"Inside Out"
"283"	283	"female"	"yes"	44	"JSSFP"	5	42	3	"Anicetus"	"cutlass"	0.1	1	1	"Inside Out"
"284"	284	"male"	"yes"	26	"CCCC"	13	15	6	"Jack Sparrow"	"cutlass"	0.95	1	26	"Inside Out"
"285"	285	"male"	"yes"	29	"CCCC"	6	6	1	"Jack Sparrow"	"cutlass"	0.49	1	15	"Inside Out"
"286"	286	"male"	"yes"	28	"CCCC"	11	5	3	"Jack Sparrow"	"cutlass"	0.04	0	22	"Finding Nemo"
"287"	287	"female"	"yes"	21	"CCCC"	12	6	2	"Edward Low"	"cutlass"	1.14	1	0	"Monsters University"
"288"	288	"male"	"yes"	25	"CCCC"	9	2	3	"Jack Sparrow"	"cutlass"	0.46	1	22	"Inside Out"
"289"	289	"other"	"yes"	24	"CCCC"	8	6	1	"Lewis Scot"	"cutlass"	0.37	0	14	"Brave"
"290"	290	"male"	"no"	27	"CCCC"	5	3	2	"Jack Sparrow"	"scimitar"	10.12	1	20	"Inside Out"
"291"	291	"female"	"yes"	24	"CCCC"	12	3	6	"Jack Sparrow"	"cutlass"	0.23	1	0	"Inside Out"
"292"	292	"male"	"yes"	29	"JSSFP"	3	21	1	NA	"cutlass"	0.39	0	26	"The Incredibles"
"293"	293	"male"	"yes"	25	"CCCC"	9	2	2	"Jack Sparrow"	"cutlass"	0.17	1	21	"WALL-E"
"294"	294	"female"	"yes"	32	"JSSFP"	9	6	8	"Jack Sparrow"	"banana"	52.68	0	0	"Up"
"295"	295	"male"	"yes"	22	"CCCC"	5	5	3	"Jack Sparrow"	"scimitar"	27.38	0	13	"Finding Nemo"
"296"	296	"male"	"yes"	33	"JSSFP"	7	20	2	"Jack Sparrow"	"cutlass"	0.56	1	11	"Inside Out"
"297"	297	"male"	"yes"	19	"CCCC"	9	11	2	"Edward Low"	"sabre"	17.48	0	22	"The Incredibles"
"298"	298	"female"	"yes"	23	"CCCC"	13	1	1	"Jack Sparrow"	"cutlass"	0.1	0	0	"Finding Nemo"
"299"	299	"other"	"yes"	26	NA	11	11	1	"Hook"	"cutlass"	1.38	0	9	"Monsters, Inc."
"300"	300	"female"	"yes"	36	"JSSFP"	11	8	0	"Anicetus"	"cutlass"	0.22	1	0	"Toy Story"
"301"	301	"male"	"yes"	26	"CCCC"	11	0	1	"Jack Sparrow"	"cutlass"	0.09	1	23	"Toy Story 2"
"302"	302	"male"	"yes"	29	"CCCC"	6	17	4	"Hook"	"cutlass"	0.95	1	17	"Inside Out"
"303"	303	"female"	"yes"	27	"CCCC"	8	11	2	"Jack Sparrow"	"cutlass"	0.75	1	0	"Inside Out"
"304"	304	"male"	"no"	27	"CCCC"	5	5	0	"Jack Sparrow"	"scimitar"	1.11	1	11	"Inside Out"
"305"	305	"female"	"yes"	30	"CCCC"	11	26	11	"Hook"	"cutlass"	0.86	1	1	"Inside Out"
"306"	306	"male"	"yes"	18	"CCCC"	11	28	3	"Anicetus"	"cutlass"	0.83	1	14	"Inside Out"
"307"	307	"male"	"yes"	24	"CCCC"	10	2	2	"Jack Sparrow"	"cutlass"	0.06	0	20	"Up"
"308"	308	"other"	"yes"	12345	"JSSFP"	16	3	9	"Hook"	"cutlass"	0.29	1	21	"Toy Story 2"
"309"	309	"male"	"yes"	23	"CCCC"	11	24	7	"Jack Sparrow"	"cutlass"	0.01	1	22	"Inside Out"
"310"	310	"male"	"no"	33	"JSSFP"	8	5	1	"Jack Sparrow"	"banana"	NA	1	9	"Monsters University"
"311"	311	"female"	"yes"	34	"JSSFP"	10	1	2	"Hook"	"cutlass"	1.44	1	1	"Finding Nemo"
"312"	312	"male"	"yes"	33	NA	8	0	0	"Jack Sparrow"	"sabre"	0.02	0	21	"Finding Nemo"
"313"	313	"female"	"yes"	31	"CCCC"	11	2	3	"Hook"	"cutlass"	0.13	1	0	"The Incredibles"
"314"	314	"female"	"no"	27	"CCCC"	2	1	3	"Edward Low"	"banana"	8.99	1	1	"Monsters University"
"315"	315	"male"	"yes"	30	"JSSFP"	7	24	0	"Jack Sparrow"	"cutlass"	0.28	1	21	"The Incredibles"
"316"	316	"female"	"yes"	34	"JSSFP"	11	3	2	"Jack Sparrow"	"cutlass"	0.89	1	0	"The Incredibles"
"317"	317	"female"	"yes"	17	"CCCC"	9	6	1	"Jack Sparrow"	"cutlass"	1.7	0	2	"Finding Nemo"
"318"	318	"male"	"yes"	27	"CCCC"	6	7	1	"Jack Sparrow"	"cutlass"	1.44	1	9	"Up"
"319"	319	"female"	"yes"	36	"JSSFP"	15	7	7	"Edward Low"	"cutlass"	0.61	1	0	"Inside Out"
"320"	320	"female"	"yes"	27	"CCCC"	6	1	1	"Blackbeard"	"cutlass"	0.47	1	0	"Monsters University"
"321"	321	"female"	"yes"	33	"JSSFP"	10	8	12	"Lewis Scot"	"cutlass"	0.5	1	1	"Inside Out"
"322"	322	"female"	"yes"	30	"JSSFP"	11	14	11	"Anicetus"	"cutlass"	1.1	1	1	"Monsters University"
"323"	323	"male"	"yes"	24	"CCCC"	9	7	2	"your mom"	"cutlass"	1.67	0	18	"Up"
"324"	324	"male"	"yes"	19	"CCCC"	7	0	4	"Jack Sparrow"	"cutlass"	0.21	1	9	"Inside Out"
"325"	325	"male"	"yes"	27	"CCCC"	7	3	4	"Jack Sparrow"	"cutlass"	0.86	0	12	"Finding Nemo"
"326"	326	"other"	"yes"	29	"JSSFP"	9	1	926	"Anicetus"	"cutlass"	0.09	1	11	"Inside Out"
"327"	327	"male"	"yes"	26	"CCCC"	8	4	6	"Jack Sparrow"	"cutlass"	1.79	0	14	"Finding Nemo"
"328"	328	"male"	"no"	19	"CCCC"	7	18	2	"Anicetus"	"scimitar"	7.8	1	22	"Inside Out"
"329"	329	"female"	"yes"	29	"CCCC"	10	2	3	"Hook"	"sabre"	9.46	1	0	"Up"
"330"	330	"female"	"yes"	25	"CCCC"	12	1	3	"Hook"	"cutlass"	0.82	1	0	"Up"
"331"	331	"female"	"yes"	32	"JSSFP"	15	1	1	"Blackbeard"	"cutlass"	0.81	0	0	"Monsters University"
"332"	332	"male"	"yes"	27	"CCCC"	8	8	2	"Jack Sparrow"	"cutlass"	2.75	1	11	"Inside Out"
"333"	333	"female"	"no"	36	"JSSFP"	5	23	6	"Lewis Scot"	"banana"	3.18	1	0	"WALL-E"
"334"	334	"male"	"no"	24	"CCCC"	4	13	2	"Jack Sparrow"	"scimitar"	23.29	1	13	"Inside Out"
"335"	335	"other"	"yes"	31	"JSSFP"	6	6	1	"your mom"	"cutlass"	0.55	0	10	"WALL-E"
"336"	336	"male"	"yes"	20	"CCCC"	7	9	0	"Jack Sparrow"	"sabre"	6.26	1	22	"Monsters University"
"337"	337	"female"	"yes"	20	"CCCC"	9	8	1	"Blackbeard"	"cutlass"	0.18	1	2	"Inside Out"
"338"	338	"male"	"yes"	21	"CCCC"	9	2	3	"Lewis Scot"	"cutlass"	1.74	1	20	"Monsters University"
"339"	339	"male"	"yes"	12345	"CCCC"	7	0	1	"Jack Sparrow"	"cutlass"	0.83	1	9	"Inside Out"
"340"	340	"female"	"yes"	31	"JSSFP"	8	1	2	"Edward Low"	"cutlass"	0.03	1	0	"Inside Out"
"341"	341	"female"	"yes"	34	"JSSFP"	13	15	2	"Lewis Scot"	"scimitar"	4.35	0	0	"Finding Nemo"
"342"	342	"female"	"yes"	38	"JSSFP"	9	8	1	"Hook"	"cutlass"	0.07	1	1	"Up"
"343"	343	"male"	"yes"	21	"CCCC"	5	6	4	"Edward Low"	"cutlass"	1.3	0	9	"Finding Nemo"
"344"	344	"female"	"yes"	31	"JSSFP"	12	9	0	"Edward Low"	"cutlass"	1.66	1	1	"Monsters University"
"345"	345	"female"	"yes"	35	"JSSFP"	11	9	2	"Jack Sparrow"	"cutlass"	0.3	1	1	"WALL-E"
"346"	346	"male"	"yes"	21	"CCCC"	9	8	2	"Anicetus"	"cutlass"	0.9	0	29	"Finding Nemo"
"347"	347	"female"	"no"	29	"CCCC"	6	17	2	"Hook"	"sabre"	4.99	1	1	"The Incredibles"
"348"	348	"female"	"yes"	24	"CCCC"	8	6	0	"Edward Low"	"cutlass"	0.66	1	1	"Cars"
"349"	349	"male"	"yes"	37	"JSSFP"	10	35	9	"Jack Sparrow"	"cutlass"	0.47	1	14	"Up"
"350"	350	"male"	"yes"	29	"JSSFP"	10	3	1	"Hook"	"cutlass"	0.21	1	13	"Inside Out"
"351"	351	"male"	"yes"	19	"CCCC"	10	12	1	"Jack Sparrow"	"cutlass"	0.02	1	22	"A Bug's Life"
"352"	352	"male"	"yes"	28	"CCCC"	10	1	2	"Jack Sparrow"	"cutlass"	0.31	1	25	"A Bug's Life"
"353"	353	"male"	"yes"	29	"CCCC"	8	1	4	"Blackbeard"	"cutlass"	1.83	0	22	"Monsters University"
"354"	354	"female"	"yes"	20	"CCCC"	13	7	4	"Lewis Scot"	"cutlass"	0.44	1	0	"Inside Out"
"355"	355	"male"	"yes"	29	"CCCC"	8	3	7	"Lewis Scot"	"scimitar"	5.69	0	15	"Toy Story 2"
"356"	356	"female"	"yes"	25	"CCCC"	8	14	2	"Hook"	"cutlass"	0.35	0	1	"Finding Nemo"
"357"	357	"male"	"yes"	29	"CCCC"	14	0	1	"Edward Low"	"cutlass"	0.73	1	16	"Cars"
"358"	358	"female"	"yes"	-99	"JSSFP"	11	1	3	"Lewis Scot"	"cutlass"	2.12	0	0	"Finding Nemo"
"359"	359	"male"	"yes"	22	"CCCC"	8	3	3	"Jack Sparrow"	"cutlass"	0.12	1	13	"Up"
"360"	360	"female"	"yes"	32	"JSSFP"	-10	22	3	"Hook"	"cutlass"	0.16	1	0	"Inside Out"
"361"	361	"male"	"yes"	26	"CCCC"	8	8	NA	"Jack Sparrow"	"cutlass"	0.03	1	21	"Inside Out"
"362"	362	"female"	"yes"	35	"JSSFP"	7	3	1	"Lewis Scot"	"cutlass"	0.32	1	0	"Toy Story"
"363"	363	"female"	"yes"	29	"CCCC"	12	1	3	"Lewis Scot"	"cutlass"	0.43	1	1	"Inside Out"
"364"	364	"male"	"yes"	29	"CCCC"	4	5	1	"Jack Sparrow"	"cutlass"	1.82	1	8	"Inside Out"
"365"	365	"male"	"yes"	23	"CCCC"	4	2	5	"Jack Sparrow"	"cutlass"	0.01	0	14	"Finding Nemo"
"366"	366	"male"	"yes"	21	"CCCC"	16	41	3	"Jack Sparrow"	"cutlass"	0.09	0	27	"The Incredibles"
"367"	367	"male"	"yes"	28	"CCCC"	12	3	0	"Jack Sparrow"	"cutlass"	0.68	1	37	"Toy Story"
"368"	368	"female"	"yes"	36	"JSSFP"	11	11	2	"Jack Sparrow"	"cutlass"	0.54	1	0	"The Incredibles"
"369"	369	"male"	"yes"	30	"CCCC"	10	14	0	"Hook"	"cutlass"	0.3	1	18	"Toy Story 2"
"370"	370	"male"	"yes"	18	"CCCC"	9	7	2	"Jack Sparrow"	"cutlass"	0.62	1	16	"Inside Out"
"371"	371	"male"	"yes"	26	"CCCC"	9	9	2	"Jack Sparrow"	"cutlass"	0.15	1	18	"Inside Out"
"372"	372	"other"	"yes"	31	"JSSFP"	7	1	6	"Edward Low"	"cutlass"	0.94	1	20	"Inside Out"
"373"	373	"male"	"yes"	19	"CCCC"	5	5	0	"Jack Sparrow"	"cutlass"	0.81	0	18	"Finding Nemo"
"374"	374	"female"	"yes"	33	"JSSFP"	1e+06	2	19	"Hook"	"cutlass"	0.03	0	1	"Finding Nemo"
"375"	375	"male"	"yes"	25	"CCCC"	11	3854	10	"Jack Sparrow"	"cutlass"	0.45	1	31	"A Bug's Life"
"376"	376	"female"	"yes"	30	"CCCC"	10	1	3	"Jack Sparrow"	"cutlass"	1.47	1	2	"Inside Out"
"377"	377	"male"	"yes"	31	"CCCC"	11	4	2	"Jack Sparrow"	"cutlass"	0.13	1	17	"Inside Out"
"378"	378	"male"	"yes"	32	"CCCC"	13	3	1	"Jack Sparrow"	"cutlass"	0.02	0	27	"Monsters University"
"379"	379	"female"	"yes"	22	"CCCC"	15	3	1	"Anicetus"	"cutlass"	0.25	1	2	"Cars"
"380"	380	"male"	"no"	18	"CCCC"	4	0	6	"Jack Sparrow"	"banana"	11.56	0	21	"WALL-E"
"381"	381	"male"	"yes"	18	"CCCC"	10	25	4	"Blackbeard"	"cutlass"	3.57	0	19	"Monsters, Inc."
"382"	382	"female"	"yes"	22	"CCCC"	10	1	0	"Lewis Scot"	"cutlass"	0.37	1	0	"Inside Out"
"383"	383	"female"	"yes"	30	"JSSFP"	8	5	1	"Edward Low"	"cutlass"	0.49	1	0	"Toy Story"
"384"	384	"male"	"no"	17	"CCCC"	5	1	943	"Hook"	"banana"	8.43	1	23	"Monsters University"
"385"	385	"male"	"yes"	21	"CCCC"	1e+06	6	1	"Jack Sparrow"	"cutlass"	0.89	1	21	"Inside Out"
"386"	386	"male"	"yes"	31	"JSSFP"	11	3	0	"Jack Sparrow"	"cutlass"	1.14	0	14	"Finding Nemo"
"387"	387	"other"	"yes"	31	"JSSFP"	13	8	0	"Jack Sparrow"	"cutlass"	0.75	0	14	"A Bug's Life"
"388"	388	"female"	"yes"	35	"JSSFP"	10	1	3	"Edward Low"	"cutlass"	0.62	0	0	"Finding Nemo"
"389"	389	"female"	"no"	27	"CCCC"	3	2	3	"Lewis Scot"	"sabre"	3.54	0	0	"Finding Nemo"
"390"	390	"male"	"yes"	15	"CCCC"	7	6	3	"Jack Sparrow"	"cutlass"	0.53	1	13	"Inside Out"
"391"	391	"male"	"yes"	32	"JSSFP"	17	4	5	"Jack Sparrow"	"scimitar"	3.78	1	29	"Monsters University"
"392"	392	"male"	"yes"	29	NA	15	12	8	"Edward Low"	"cutlass"	0.74	1	25	"Inside Out"
"393"	393	"male"	"yes"	20	"CCCC"	12	5	5	"Edward Low"	"cutlass"	1.82	NA	19	"The Incredibles"
"394"	394	"male"	"yes"	22	"CCCC"	11	15	3	"Jack Sparrow"	"cutlass"	0.85	1	25	"A Bug's Life"
"395"	395	"male"	"yes"	18	"CCCC"	11	17	0	"Jack Sparrow"	"cutlass"	0.15	1	26	"WALL-E"
"396"	396	"female"	"yes"	28	"CCCC"	11	12	1	"Anicetus"	"cutlass"	3.08	1	0	"Inside Out"
"397"	397	"male"	"yes"	26	"CCCC"	14	5	1	"Jack Sparrow"	"cutlass"	1.01	1	29	"A Bug's Life"
"398"	398	"female"	"yes"	31	"JSSFP"	10	10	10	"Anicetus"	"sabre"	1.28	1	2	"Up"
"399"	399	"male"	"yes"	999	"CCCC"	7	4	5	"Lewis Scot"	"cutlass"	0.83	1	17	"Monsters University"
"400"	400	"male"	"yes"	25	"CCCC"	7	3	958	"Jack Sparrow"	"cutlass"	0.75	1	23	"Monsters University"
"401"	401	"male"	"yes"	26	"CCCC"	14	15	1	"Jack Sparrow"	"cutlass"	0.54	0	23	"Finding Nemo"
"402"	402	"male"	"yes"	23	NA	13	6	1	"Jack Sparrow"	"cutlass"	1.16	1	27	"WALL-E"
"403"	403	"female"	"yes"	33	"JSSFP"	3	8	0	"Jack Sparrow"	"cutlass"	0.17	1	0	"Inside Out"
"404"	404	"male"	"yes"	22	"CCCC"	6	19	583	"Edward Low"	"cutlass"	1.03	0	8	"The Incredibles"
"405"	405	"male"	"yes"	28	"CCCC"	12	21	2	"Anicetus"	"cutlass"	1.17	0	14	"Finding Nemo"
"406"	406	"male"	"yes"	19	"CCCC"	6	8429	2	"Jack Sparrow"	"cutlass"	0.91	0	12	"Finding Nemo"
"407"	407	"male"	"yes"	29	"CCCC"	14	6	NA	"Jack Sparrow"	"cutlass"	0.19	1	22	"A Bug's Life"
"408"	408	"female"	"yes"	38	"JSSFP"	13	12	7	"Hook"	"cutlass"	0.27	1	0	"Inside Out"
"409"	409	"female"	"yes"	37	"JSSFP"	9	13	2	"Jack Sparrow"	"cutlass"	0.07	0	0	"Finding Nemo"
"410"	410	"female"	"yes"	29	"JSSFP"	8	0	1	"Anicetus"	"cutlass"	0.61	1	1	"Inside Out"
"411"	411	"male"	"yes"	25	"CCCC"	12	14	1	"Jack Sparrow"	"cutlass"	2.63	1	32	"Inside Out"
"412"	412	"male"	"yes"	20	"CCCC"	14	1	0	"Jack Sparrow"	"cutlass"	0.52	0	27	"Up"
"413"	413	"female"	"yes"	27	"CCCC"	12	12	876	"Hook"	"cutlass"	0.01	0	0	"Finding Nemo"
"414"	414	"female"	"yes"	23	"CCCC"	12	2	3	"Edward Low"	"cutlass"	0.41	0	1	"Finding Nemo"
"415"	415	"female"	"yes"	29	"CCCC"	9	13	3	"Lewis Scot"	"cutlass"	0.43	0	0	"Finding Nemo"
"416"	416	"male"	"yes"	24	"CCCC"	12	2	3	"Jack Sparrow"	"cutlass"	0.03	0	23	"Toy Story 2"
"417"	417	"other"	"no"	30	"JSSFP"	7	7	5	"Lewis Scot"	"banana"	6.35	1	12	"WALL-E"
"418"	418	"male"	"yes"	26	"CCCC"	11	3	979	"Jack Sparrow"	"cutlass"	0.05	8	20	"Up"
"419"	419	"female"	"yes"	31	"JSSFP"	9	4	2	"Anicetus"	"cutlass"	0.43	1	2	"Monsters University"
"420"	420	"male"	"yes"	20	"CCCC"	10	1	0	"Jack Sparrow"	"cutlass"	0.18	0	15	"The Incredibles"
"421"	421	"female"	"yes"	25	"CCCC"	11	3	980	"Lewis Scot"	"cutlass"	0.04	1	0	"Monsters, Inc."
"422"	422	"male"	"yes"	35	"JSSFP"	9	4	3	"Jack Sparrow"	"cutlass"	0.38	1	16	"Inside Out"
"423"	423	"female"	"yes"	31	"JSSFP"	9	16	2	"Lewis Scot"	"cutlass"	0.3	0	0	"Finding Nemo"
"424"	424	"female"	"yes"	17	"CCCC"	11	14	1	"Anicetus"	"cutlass"	0.6	0	0	"Finding Nemo"
"425"	425	"male"	"yes"	28	"CCCC"	NA	2	2	"Jack Sparrow"	"cutlass"	0.18	1	14	"Inside Out"
"426"	426	"male"	"yes"	18	"CCCC"	10	2	6	"Jack Sparrow"	"cutlass"	0.8	1	14	"Inside Out"
"427"	427	"female"	"sometimes"	-99	"JSSFP"	10	1	1	"Hook"	"cutlass"	1.32	0	2	"Monsters University"
"428"	428	"male"	"yes"	24	"CCCC"	7	5	1	"Jack Sparrow"	"cutlass"	0.34	1	11	"Inside Out"
"429"	429	"male"	"yes"	24	"CCCC"	8	3	0	"Jack Sparrow"	"cutlass"	0.69	0	16	"Monsters University"
"430"	430	"male"	"yes"	24	"CCCC"	14	5	1	"Jack Sparrow"	"cutlass"	0.7	1	23	"Inside Out"
"431"	431	"male"	"yes"	20	"CCCC"	10	9	1	"Hook"	"scimitar"	40.69	0	22	"Monsters University"
"432"	432	"female"	"no"	29	"CCCC"	4	3	4	"Blackbeard"	"banana"	3.42	0	0	"Monsters, Inc."
"433"	433	"male"	"yes"	29	"CCCC"	16	13	3	"Jack Sparrow"	"cutlass"	0.56	1	18	"Inside Out"
"434"	434	"female"	"yes"	30	"JSSFP"	7	11	0	"Lewis Scot"	"banana"	9.5	5	0	"Finding Nemo"
"435"	435	"female"	"yes"	25	"CCCC"	7	5	3	"Hook"	"cutlass"	0.22	0	0	"A Bug's Life"
"436"	436	"female"	"yes"	28	"CCCC"	5	5	1	"Anicetus"	"cutlass"	0.51	1	0	"Inside Out"
"437"	437	"female"	"yes"	32	"JSSFP"	15	3	0	"Jack Sparrow"	"sabre"	0.16	1	0	"Monsters, Inc."
"438"	438	"female"	"yes"	35	"JSSFP"	9	13	4	"Hook"	"cutlass"	0.74	1	0	"Toy Story"
"439"	439	"female"	"no"	30	"CCCC"	5	7	1	"Hook"	"scimitar"	0.97	1	0	"Up"
"440"	440	"male"	"yes"	15	"CCCC"	8	6	1	"Jack Sparrow"	"cutlass"	0.25	0	14	"The Incredibles"
